,sentence_source,label,predicted,ks_test,best_distribution,distribution_summary,bayesfactor,max_test,min_test,label_notes,sentence,e1,e2,e1_e2,likelihood_e2_arrow_e1,wiley_e2_arrow_e1,gov.au_e2_arrow_e1,abc.net.au_e2_arrow_e1,nationalgeographic_e2_arrow_e1,smh_e2_arrow_e1,oreilly_e2_arrow_e1,springer_e2_arrow_e1,edu_e2_arrow_e1,wikipedia_e2_arrow_e1,nejm.org_e2_arrow_e1,bbc_e2_arrow_e1,time_e2_arrow_e1,mit.edu_e2_arrow_e1,au.news.yahoo.com_e2_arrow_e1,skynews_e2_arrow_e1,economist_e2_arrow_e1,ncbi.nlm.nih.gov_e2_arrow_e1,nytimes_e2_arrow_e1,IMDB_e2_arrow_e1
57,8534,1,1,None,,,inf,0.9995,0,dummy,"The distraction caused by the students, coupled with limited vision down the track, caused the incident to occur.",distraction,incident,distraction incident,-1,0.061920653,0.044722719,0.005562552,0.207492795,0.203869048,0.267909715,0.085714286,0.132561133,0.055826627,0.158986175,0.082426128,0.310541311,0.477430556,0.109816972,0.171737661,0.390123457,0.050583658,0.295513534,0.340778098
58,8535,0,0,None,,,NaNe-Inf ,0.9652,0,dummy,Immediately a soft glow appeared on her lovely face as the light was radiating from her soft winged friend.,light,friend,light friend,13,0.444444444,0.651006711,0.197622585,0.297385621,0.426065163,0.585170341,0.723941123,0.537190083,0.58,0.721925134,0.669273743,0.224862888,0.44598338,0.747091243,0.366393443,0.597213006,0.993073521,0.036020583,0.242424242
59,8536,1,1,None,,,inf,1,0,dummy,"Four of the entrapments resulted in suffocation: a 7-month-old in Gouverneur, N.Y.; a 7-month-old in New Iberia, La.; a 6-month-old in Summersville, W.Va.; and a 9-month-old in Bronx, N.Y.",entrapments,suffocation,entrapments suffocation,-3,0.09495549,0.020408163,0.007162754,,0.00285805,,0.08462867,0.039803037,0.00211617,0.01082544,0.002695418,0.010989011,0.022017409,0.002659574,,0.000438404,0.094567404,0.007496568,0.022829471
60,8542,1,1,None,,,inf,0.9992,0,dummy,Storms and earthquakes lead to the second-highest losses in insurance history.,storms,losses,storms losses,1,0.023549684,0.211132438,0.355769231,0.542280838,0.261183261,0.132720105,0.013112963,0.041916168,0.016393443,0.046325638,0.088435374,0.320325203,0.150300601,0.017627617,0.211382114,0.274159664,0.00155314,0.301745636,0.07550077
61,8556,1,1,None,,,inf,0.9916,0,dummy,Cobalt metal fume and dust cause irritation of the nose and throat.,fume,irritation,fume irritation,2,0.217491369,0.621785881,0.472841226,0.46506986,0.648574057,0.113074205,0.27864215,0.312068966,0.358280255,0.080567731,0.486381323,0.203389831,0.407537248,0.767706786,0.188948307,0.332185886,0.125862636,0.250972763,0.149902661
62,8591,0,0,None,,,NaNe-Inf ,0.9897,0,dummy,Amateur video has been posted online that shows some of the devastation caused by the tsunami waves.,devastation,waves,devastation waves,5,0.022428636,0.251428571,0.369068541,0.206023272,0.470260223,0.056213263,0.085406859,0.122983871,0.021456603,0.236263736,0.139128961,0.266550523,0.107611549,0.79245283,0.489795918,0.315508021,0.023311897,0.259360481,0.255347241
63,8596,1,1,None,,,inf,0.9813,0,dummy,Cancer is the abnormal growth of cells that causes illness in the body.,cancer,illness,cancer illness,2,0.891397431,0.333619948,0.673194614,0.574879227,0.700843608,0.667752443,0.883128295,0.682330827,0.737617135,0.626271186,0.869047619,0.56,0.748091603,0.720994475,0.683043739,0.758407687,0.688723835,0.642857143,0.502824859
64,8602,0,1,None,,,1.28E+73,0.96,0,dummy,The two trains caught fire after the collision and were burned.,fire,collision,fire collision,21,0.692183723,0.968957203,0.910842047,0.960310219,0.840529649,0.709953344,0.551369863,0.926245308,0.999528631,0.845991156,0.959790591,0.901863678,0.876520955,0.852390852,0.845177184,0.91929002,0.471264368,0.966392615,0.974558261
65,8603,0,0,None,,,NaNe-Inf ,0.9973,0,dummy,Seniors get much joy from animals.,joy,animals,joy animals,7,0.014958045,0.03657662,0.109052031,0.026439844,0.260742188,0.504038772,0.011241245,0.066242642,0.000679826,0.039345938,0.105679571,0.269090909,0.142960029,0.230337079,0.230590423,0.255859375,0.000655645,0.649916248,0.072202829
66,8608,0,0,None,,,NaNe-Inf ,0.9689,0,dummy,I get tons of satisfaction and joy from watching the little fur ball become the hunter it was bred to be.,satisfaction,watching,satisfaction watching,4,0.835214447,0.696279423,0.003249782,0.030868629,0.063097514,0.34150772,0.840449438,0.429435484,0.206591395,0.612781955,0.044300121,0.101679929,0.271586716,0.178743961,0.027128157,0.216101695,0.961176027,0.064639666,0.003378902
67,8621,0,0,None,,,NaNe-Inf ,0.9497,0,dummy,The pollution was caused by the shipwreck.,pollution,shipwreck,pollution shipwreck,11,0.98331078,0.929743714,0.882196634,0.974224552,0.927950659,,0.994962217,0.97245883,0.715990453,,0.932260228,0.972334139,0.925521969,0.807165437,0.943568515,0.965808171,0.997415603,0.926773455,0.768115942
68,8623,1,1,None,,,inf,0.9942,0,dummy,"Inhalation of excessive concentrations of vapor, fumes, and/or dust produces irritation of the upper respiratory trad.",inhalation,irritation,inhalation irritation,1,0.593625498,0.591918042,0.547248804,0.598802395,0.335652174,0.114117647,0.56196944,0.436293436,0.393072289,0.712290503,0.433476395,0.183622829,0.415111111,0.381596752,0.272872553,0.136818687,0.726055613,0.249512671,0.131107672
69,8633,1,0,None,,,NaNe-Inf ,0.965,0,dummy,Air pollution causes smog and respiratory problems when breathed.,pollution,smog,pollution smog,11,0.977578475,0.983410296,0.965303353,0.98934721,0.958188153,0.953929539,0.991310349,0.978291917,0.895077076,0.97323601,0.952511478,0.958178931,0.934550031,0.907367922,0.978288311,0.896661367,0.985339583,0.938042849,0.911697248
70,8641,0,0,None,,,NaNe-Inf ,0.9444,0,dummy,"Until now, no paper has been presented on predicting the interior noise caused by a powertrain on the basis of hybrid TPA with a real vehicle.",noise,powertrain,noise powertrain,4,0.998524671,0.998223939,0.999676031,,0.993262082,0.986898494,0.996984519,0.996602227,0.942812983,,0.995597358,0.998136811,0.987228708,0.892994611,0.997826516,0.973495346,0.999747756,0.976440954,0.999235878
71,8648,0,1,None,,,inf,0.9948,0,dummy,"World AIDS Day, observed December 1 each year, is dedicated to raising awareness of the AIDS pandemic caused by the spread of HIV infection.",pandemic,infection,pandemic infection,0,0.012250303,0.493046776,0.735820896,0.470989761,0.521559362,0.369369369,0.013157895,0.47260274,0.494145199,0.057305879,0.268948655,0.539772727,0.452883263,0.654761905,0.596385542,0.690531178,0.0266061,0.644891122,0.708092486
72,8655,1,0,None,,,NaNe-Inf ,0.9627,0,dummy,Wind and water cause weathering and erosion to change the shape of the earth.,wind,weathering,wind weathering,2,0.941072999,0.954426151,0.962987226,0.92039801,0.888013998,0.968404423,0.934215648,0.97159726,0.99500926,0.896188159,0.983079341,0.912293061,0.924430517,0.949695122,0.989779451,0.900752587,0.842911877,0.938715953,0.978392394
73,8659,1,1,None,,,inf,0.9622,0,dummy,"The mentality is since oil and bacteria cause acne, I'll just remove the oil off my face and kill the bacteria.",bacteria,acne,bacteria acne,12,0.989482004,0.914634146,0.973673214,0.962599632,0.83480826,0.91540404,0.993915827,0.972184715,0.937890788,0.939824206,0.984960189,0.873422713,0.935774484,0.685873606,0.949443883,0.980997038,0.999020923,0.81787922,0.523364486
74,8681,0,0,None,,,NaNe-Inf ,0.9622,0,dummy,In the last couple of years I have been working with my fear from darkness.,fear,darkness,fear darkness,7,0.861509958,0.722557298,0.840903797,0.400718778,0.751206065,0.719955899,0.877394636,0.752515091,0.480431849,0.756944444,0.673218673,0.821649485,0.496472097,0.986978756,0.504504505,0.869932432,0.837320574,0.75505618,0.022892239
75,8690,0,1,None,,,inf,0.9913,0,dummy,A large tsunami triggered by the earthquake spread outward from off the Sumatran coast.,tsunami,earthquake,tsunami earthquake,8,0.211678832,0.461363636,0.382480486,0.351145038,0.49382716,0.395672334,0.25,0.099526066,0.291712304,0.223091977,0.43946932,0.348579349,0.408730159,0.780926054,0.246451613,0.339250493,0.300990099,0.230483271,0.46509009
76,8705,1,0,"KstestResult(statistic=0.22, pvalue=0.35996726199197715)","{'cauchy': {'loc': 0.9675215466316931, 'scale': 0.024568804043131318}}","         sumsquare_error         aic         bic  kl_div
cauchy      17969.691917 -134.140921  136.076932     inf
gamma       18943.963762 -127.580672  140.024548     inf
norm        18985.865886 -264.425390  137.122089     inf
t           18985.933372 -262.427496  140.066595     inf
lognorm     19002.101297 -262.848637  140.082768     inf",NaNe-Inf ,0.9916,0.3725,dummy,Lopez and Espinoza took plea agreements that resulted in diversion -- the completion of requirements such as community service and a fine during a probation period that ended with a clean slate and no conviction.,agreements,diversion,agreements diversion,0,0.992890414,0.952703848,0.962385632,0.849780702,0.94482875,0.970873786,0.99316469,0.993117011,0.976770396,0.904425914,0.864776445,0.911654135,0.95548089,0.987315287,0.978114023,0.958457394,0.997636848,0.813749562,0.811942959
77,8708,0,1,None,,,inf,0.9876,0,dummy,Cutler ended up with a bleeding stomach ulcer caused by the stress and hard work supervising their tours twenty-four hours a day.,ulcer,stress,ulcer stress,2,0.010340927,0.03871509,0.043746706,0.818888225,0.016894844,0.00990099,0.008526671,0.003773379,0.061976549,0.232686981,0.024720623,0.067024129,0.016916128,0.021906226,0.008367255,0.020176626,0.005064872,0.034079314,0.022459202
78,8720,0,1,"KstestResult(statistic=0.33, pvalue=0.04626696493664595)","{'chi2': {'df': 1.1145066739269462, 'loc': 0.232, 'scale': 0.3221800572081703}}","         sumsquare_error        aic        bic  kl_div
chi2          912.976676  46.269505  82.406473     inf
lognorm       924.165744  79.340745  82.637914     inf
expon        1030.812553   1.063530  81.768488     inf
cauchy       1088.583702  72.385976  82.804560     inf
t            1097.512689  -6.498765  85.904209     inf",3396941,1,0.0005,dummy,Recessions are caused by an excess demand for money combined with rational downward price rigidity.,recessions,excess demand,recessions excess demand,0,0.265938069,0.243243243,0.880776104,0.464757709,0.797378482,0.826315789,0.248638838,0.258823529,0.527827648,0.241285031,0.850956697,0.952332451,0.344913151,0.956805625,0.868211691,0.764395273,0.232,0.814814815,0.930451128
79,8731,0,1,None,,,inf,0.9997,0,dummy,"In the present recession, which has been triggered by a collapse in land prices, land-value taxation would reverse the collapse - not by re-inflating a temporary speculative bubble, but by inducing investment in infrastructure that permanently enhances the utility of the land.",recession,collapse,recession collapse,8,0.051146384,0.267924528,0.113181504,0.092028316,0.147181628,0.134165367,0.045409347,0.048082538,0.00966431,0.077192982,0.097370291,0.376321353,0.179220779,0.377530364,0.14349277,0.453881279,0.098646879,0.316682375,0.137055838
80,8736,1,0,None,,,NaNe-Inf ,0.9484,0,dummy,Lesions in the internal capsule caused proportional leg weakness.,lesions,leg weakness,lesions leg weakness,2,0.95412844,0.396841066,0.822561692,0.084008097,0.194828759,,0.944421229,0.53259362,0.651595745,0.872245338,0.320054945,0.049128368,0.605072464,0.486910995,,0.049319053,0.996612978,0.225206612,0.103107345
81,8739,0,0,None,,,NaNe-Inf ,0.9645,0,dummy,"Hiroshima has rejected the demands of some citizens and victims groups that the newly renovated museum include an exhibition on Japan's aggressive role in World War II, alongside the gruesome displays of the suffering and devastation caused by the bomb.",suffering,bomb,suffering bomb,6,0.981324278,0.736263736,0.385263158,0.622183709,0.665905632,0.691022965,0.979738736,0.918114144,0.377777778,0.928319624,0.47810219,0.468858131,0.279050042,0.620263591,0.430672269,0.586711712,0.998312711,0.595907928,0.096009975
82,8740,1,0,None,,,9.66E-103,0.9628,0,dummy,The death caused the cancellation of the band's plans for overseas tours.,death,cancellation,death cancellation,17,0.996589449,0.745738636,0.989647467,0.977233677,0.936079976,0.818181818,0.990496587,0.969892908,0.999624568,0.996130079,0.995171674,0.890947969,0.903225806,0.830950378,0.908059024,0.967645743,0.999488371,0.995508431,0.997253021
83,8745,0,0,None,,,NaNe-Inf ,0.9797,0,dummy,"Many problems have ensued from the new policy, most of them unforeseen and based on ethnic differences.",problems,policy,problems policy,2,0.521153846,0.158415842,0.089217024,0.209302326,0.124579125,0.400419287,0.412881916,0.497668221,0.507075472,0.504950495,0.015360378,0.308943089,0.474486415,0.098258706,0.902165196,0.445859873,0.356902357,0.35839599,0.01794785
84,8748,1,0,None,,,NaNe-Inf ,0.9718,0,dummy,"The bacteria is the cause of pneumonia, including common uses, side effects, interactions and risks.",bacteria,pneumonia,bacteria pneumonia,12,0.956649522,0.723472669,0.81754386,0.930949445,0.617230098,0.891514501,0.961102107,0.938835564,0.847328244,0.502599653,0.962442613,0.596153846,0.906531532,0.569444444,0.553329405,0.824688797,0.941397574,0.521212121,0.43358209
85,8752,1,1,"KstestResult(statistic=0.22666666666666666, pvalue=0.354143310040424)","{'gamma': {'a': 0.6512621693191329, 'loc': 0.0008830721854904448, 'scale': 0.31542167342897154}}","          sumsquare_error        aic        bic  kl_div
gamma         1480.074790   0.258172  88.041686     inf
chi2          1556.787827 -20.953894  88.951262     inf
expon         1586.543311 -30.129827  86.401684     inf
lognorm       1648.982894 -14.945899  89.986875     inf
invgamma      1664.676176 -21.454658  90.157370     inf",inf,0.7741,0.6411,dummy,"The incoming water caused a stain on the wall that, through the lens of pareidolia, looked like a bearded man with a big afro hairdo.",incoming water,stain,incoming water stain,0,0.017316017,0.367789571,0.588679245,0.224075417,0.151837524,0.295412844,0.055680963,0.514079422,0.061583578,0.002516587,0.142857143,0.156568105,0.392771084,0.270676692,,0.463414634,0.000883072,0.147149801,0.037890693
86,8754,0,1,None,,,inf,0.999,0,dummy,"The bleeding was caused by an injury, such as a fall or something hitting your face.",bleeding,injury,bleeding injury,1,0.092564994,0.033929337,0.051195889,0.04627988,0.063736264,0.488789238,0.076152651,0.093663216,0.032671365,0.409921671,0.039670071,0.127027027,0.195968645,0.180250784,0.04895892,0.266813671,0.084875018,0.131394921,0.26566416
87,8764,1,1,None,,,inf,1,0,dummy,Merlin Lindeman (animal sciences) then pooled their expertise to show that the caterpillars caused the disease.,caterpillars,disease,caterpillars disease,0,0.001673352,0.015498212,0.019574812,0.076353208,0.032008659,0.058537901,0.002719204,0.001798842,0.00559151,0.000545998,0.033249006,0.029602382,0.043331458,0.02625224,0.023868002,0.036749601,9.52E-05,0.04609475,0.055250949
88,8774,0,1,None,,,inf,0.986,0,dummy,They made the effect even more dramatic by lighting the talent with a light placed on the floor and focused on the face.,effect,light,effect light,1,0.576208178,0.583728278,0.356711004,0.418530351,0.477966102,0.63022508,0.607894737,0.629001883,0.498746867,0.827763496,0.220556745,0.496937883,0.629885057,0.583617747,0.351032448,0.536082474,0.772038181,0.467084639,0.468581688
89,8775,0,0,None,,,NaNe-Inf ,0.9847,0,dummy,The thin F ring on the left of the image shows the perturbations caused by the moon Prometheus.,perturbations,moon,perturbations moon,1,0.768799102,0.06625339,0.023083589,0.008394544,0.021775796,0.150326797,0.731421884,0.45766129,0.003350698,0.378504673,0.009382293,0.035579304,0.390029326,0.009350342,0.010842369,0.028002777,0.840527033,0.014281714,0.002952479
90,8781,1,0,None,,,NaNe-Inf ,0.966,0,dummy,"A recent book by Carmen M. Reinhart and Kenneth S. Rogoff, two economists, found that over the last century the typical crisis had caused the jobless rate in the country where it occurred to rise for almost five years.",crisis,jobless rate,crisis jobless rate,11,0.966244196,0.900536274,0.907155723,0.996565509,0.827215756,0.97518444,0.964613089,0.991647349,0.997275301,0.997821351,0.982381551,0.936611134,0.934741716,0.838481906,0.98806093,0.855026455,0.9540151,0.923799582,0.98408513
91,8812,0,0,None,,,NaNe-Inf ,0.985,0,dummy,We have recently determined the corruption was (ironically) triggered by the SMART utilities.,corruption,utilities,corruption utilities,2,0.019175059,0.254727475,0.708430913,0.420895522,0.62,0.143272023,0.033543673,0.09057971,0.333935018,0.044150439,0.726846424,0.71942446,0.195467422,0.239732569,0.54989154,0.834259259,0.001516744,0.495575221,0.651315789
92,8829,1,1,"KstestResult(statistic=0.16578947368421051, pvalue=0.7058904511582669)","{'gamma': {'a': 15.112092118766814, 'loc': -0.2317316972675103, 'scale': 0.038886175903841344}}","          sumsquare_error        aic        bic  kl_div
gamma         1385.871106 -59.400258  90.336576     inf
chi2          1385.871289 -59.400066  90.336578     inf
lognorm       1386.457886 -58.636371  90.344619     inf
invgamma      1386.615974 -58.466279  90.346785     inf
norm          1389.353776 -60.230957  87.439824     inf",4.36E+203,0.9964,1,dummy,The life-like creatures caused a real scare on the set when a 44-foot spinosaurus malfunctioned and began slamming its head against a prop plane.,creatures,scare,creatures scare,0,0.458483755,0.546325879,0.247311828,0.679192763,0.148880105,0.373684211,0.539923954,0.444349315,0.493303571,0.487734488,0.093514869,0.307718934,0.320665083,0.323383085,0.202575532,0.318611987,0.232250301,0.35033394,0.1942273
93,8841,1,1,None,,,inf,0.9662,0,dummy,"The ban caused a widespread debate, largely on the Internet, in which rabbis and scholars from around the world participated.",ban,debate,ban debate,0,0.079114729,0.428303068,0.481879195,0.575941677,0.672421627,0.209302326,0.102998696,0.143777552,0.996958145,0.464201043,0.765505523,0.550125313,0.601284297,0.737265416,0.524705882,0.253196931,0.145299145,0.419551935,0.646853147
94,8851,0,1,None,,,5504797534,0.9998,0,dummy,"He preserved the working ranches of the west, while achieving an expansion of the ranch's value through development and management of the recreational ecosystem within the ranch.",expansion,development,expansion development,2,0.248809088,0.027258151,0.08273586,0.10923277,0.169869331,0.031803779,0.368253968,0.0765588,0.009699863,0.082094376,0.08840624,0.110781405,0.121131742,0.209059233,0.145728643,0.26900149,0.069290693,0.057827541,0.056081573
95,8855,0,0,None,,,NaNe-Inf ,0.964,0,dummy,A really enjoyable drinking experience ensued from this red blend from this boutique winery from the Cowra area of Central Western NSW.,experience,blend,experience blend,1,0.955035878,0.989097449,0.992705924,0.939044481,0.929423459,0.97096314,0.972196421,0.991031105,0.999330681,0.983365229,0.998408953,0.937021353,0.911104957,0.988244413,0.986419966,0.905779266,0.998024743,0.885004097,0.902394107
96,8857,0,0,None,,,NaNe-Inf ,0.9667,0,dummy,"The spill was caused by the Iraqi fuel tanker Zainab, suspected of smuggling around 1,300 tonnes of fuel oil from Iraq, as it ran into trouble on its way to a holding area in international waters.",spill,tanker,spill tanker,4,0.909090909,0.578635015,0.884306987,0.815979601,0.735509011,0.881799163,0.825082508,0.901180858,0.522440393,0.98630137,0.680803571,0.690924658,0.731707317,0.613375544,0.332467532,0.620458357,0.946394032,0.722044728,0.793055556
97,8858,1,1,None,,,inf,0.9848,0,dummy,Use outdoor where sunlight and glare cause eye strain and fatigue.,sunlight,fatigue,sunlight fatigue,0,0.26835443,0.483383686,0.469304229,0.856307435,0.364578639,0.364269142,0.206293706,0.41492865,0.696343402,0.058548009,0.520114943,0.4544406,0.54308094,0.209511568,0.535825545,0.52775073,0.031422093,0.520676692,0.490600364
98,8859,0,1,None,,,22726.22,0.9657,0,dummy,"Police investigators later found brake discs on the car were broken, though experts from the Italian car manufacturers insist the damage was caused by the collision and the car had been in perfect condition.",damage,collision,damage collision,30,0.974331407,0.961253441,0.912996778,0.818181818,0.793287567,0.652631579,0.942021443,0.883005473,0.918708241,0.967823481,0.82077589,0.819169685,0.592399404,0.942493189,0.762478054,0.888248017,0.996511403,0.837988827,0.580580581
99,8875,1,1,None,,,inf,1,0,dummy,These wind turbines generate electricity from naturally occurring wind.,turbines,electricity,turbines electricity,0,0.019350607,0.044088087,0.051823417,0.123696816,0.041533546,0.141942369,0.023351982,0.018567639,0.004542761,0.000823045,0.113837764,0.039395575,0.15,0.067518563,0.100585418,0.147793994,0.004563605,0.044781766,0.018437459
100,8879,0,0,None,,,NaNe-Inf ,0.984,0,dummy,"Aware of the suffering caused by exploitation, social injustice, stealing, and oppression, I am committed to cultivate loving kindness and learn ways to work for the well-being of people, animals, plants, and minerals.",suffering,exploitation,suffering exploitation,6,0.547867299,0.703781513,0.774767146,0.667286245,0.760208514,0.176910743,0.517241379,0.564885496,0.561983471,0.86627907,0.810643564,0.745324532,0.392133492,0.848928974,0.856307435,0.671149144,0.831334932,0.781354795,0.64462118
101,8885,0,0,None,,,NaNe-Inf ,0.975,0,dummy,Witness the gangs in Los Angeles who stopped killing one another for a time after the riots triggered by the Rodney King bashing verdict.,riots,verdict,riots verdict,1,0.51509434,0.539165819,0.816394535,0.82777036,0.380846325,,0.54607978,0.708225747,0.741244475,,0.719178082,0.60813532,0.72555205,0.431578947,0.620615605,0.470175439,0.24919392,0.591763006,0.662889518
102,8889,0,1,None,,,inf,0.9631,0,dummy,"From banishing cold and flu germs to preventing foodborne illnesses, frequent hand-washing is one of the smartest preventive habits you can adopt.",cold,germs,cold germs,1,0.952747422,0.936404607,0.966134098,0.900819836,0.974874372,0.942658558,0.971170291,0.958434221,0.997421082,0.747074707,0.964940495,0.942622951,0.858769932,0.968095089,0.980729525,0.955638474,0.981787656,0.945098039,0.976299965
103,8914,0,0,None,,,NaNe-Inf ,0.9653,0,dummy,Human growth hormone is described by some as the key to slowing the aging process.,growth,hormone,growth hormone,8,0.928689884,0.971715328,0.880466472,0.90625,0.941381988,0.98928277,0.820256776,0.983173685,0.984466212,0.618694362,0.807291667,0.879805089,0.902625821,0.947614281,0.960493968,0.959647338,0.832882639,0.919243986,0.770580297
104,8937,0,0,None,,,NaNe-Inf ,0.9733,0,dummy,"The election was caused by the appointment of Donald Sumner, formerly Conservative MP for Orpington, to be a county court judge.",election,appointment,election appointment,1,0.301191766,0.450955414,0.901699926,0.614734866,0.967332699,0.402077151,0.423448276,0.065533981,0.572164948,0.236928105,0.795426299,0.797113752,0.435700576,0.803722504,0.727876106,0.87219054,0.138484325,0.789855072,0.662112454
105,8940,0,0,None,,,NaNe-Inf ,0.9652,0,dummy,"This was our first day back volunteering there but he wasn't feeling good, had a fever from immunizations.",fever,immunizations,fever immunizations,11,0.641901932,0.914593141,0.871552403,0.858895706,0.972910663,0.921621622,0.952048417,0.523869347,0.924855491,0.7455683,0.915377017,0.949167302,0.830516659,0.981266726,0.991817506,0.973693608,0.86257086,0.902070902,0.995917398
106,8949,1,0,None,,,NaNe-Inf ,0.9774,0,dummy,"I found that the wind swirling around from the back, in between the front seats, caused a draft on the driver and passenger's necks.",wind,draft,wind draft,2,0.426294821,0.324596774,0.792231813,0.909090909,0.639034627,0.435897436,0.148148148,0.478915663,0.395182292,0.169929522,0.86119186,0.555793991,0.569836553,0.874263261,0.82306163,0.609872611,0.00307463,0.494871795,0.907342097
107,8953,0,1,"KstestResult(statistic=0.25842105263157894, pvalue=0.1960942180172195)","{'cauchy': {'loc': 0.08444778159222438, 'scale': 0.025212533794273205}}","          sumsquare_error         aic         bic  kl_div
cauchy        7901.218921 -139.600040  120.465211     inf
t             7996.533534 -175.459245  123.637481     inf
invgamma      8002.715978 -225.767486  123.652165     inf
lognorm       8022.611294 -228.491730  123.699342     inf
gamma         8087.722862 -235.383589  123.852924     inf",inf,0.6208,0.0799,dummy,"The acidity is caused by the gradual buildup of carbon dioxide (CO2) in the atmosphere, dissolving into the oceans.",acidity,carbon dioxide,acidity carbon dioxide,0,0.124597207,0.244625218,0.081796311,0.072282299,0.098966027,0.086118252,0.152310924,0.076034649,0.095057034,0.129746835,0.079497908,0.065864471,0.11650065,0.023784168,0.031438936,0.062599301,0.146110057,0.241682975,0.057779909
108,8954,1,0,None,,,NaNe-Inf ,0.9987,0,dummy,The European colonial expansion to the Americas resulted in massive population movements from the Old World to the New World.,expansion,movements,expansion movements,2,0.44379085,0.305389222,0.351351351,0.195576251,0.425,0.305869074,0.529680365,0.253926702,0.009099138,0.327913279,0.199447895,0.229508197,0.361477573,0.510638298,0.172862454,0.401111111,0.3243762,0.189189189,0.204244032
109,8972,0,0,"KstestResult(statistic=0.1831578947368421, pvalue=0.5879040244257783)","{'cauchy': {'loc': 0.7712886301556432, 'scale': 0.0599492899272179}}","          sumsquare_error         aic         bic  kl_div
cauchy        3521.083386  -70.834448  105.108493     inf
gamma         3559.856643 -137.131470  108.261012     inf
lognorm       3560.388768 -136.764198  108.263852     inf
invgamma      3560.676897 -136.681364  108.265389     inf
t             3577.891323 -137.902140  108.357025     inf",NaNe-Inf ,0.8113,0.1329,dummy,"The straight, blue ion tail is caused by the solar wind and the curved dust tail is caused by solar radiation pressure.",tail,solar wind,tail solar wind,0,0.920859076,0.744516129,0.651685393,0.754901961,0.746426681,0.762523191,0.832201746,0.797213622,0.892561983,0.993926008,0.731428571,0.835063437,0.798528059,0.58891455,0.765271105,0.641044776,0.996261717,0.718170581,0.969109631
110,8974,0,0,"KstestResult(statistic=0.22105263157894736, pvalue=0.35782205417166657)","{'cauchy': {'loc': 0.7850255376834054, 'scale': 0.10943400231734235}}","         sumsquare_error         aic        bic  kl_div
cauchy        562.749738  162.749848  70.268403     inf
t             582.687970   88.787497  73.874361     inf
norm          588.231381   66.008294  71.109825     inf
lognorm       589.041994   67.757999  74.080428     inf
chi2          591.512631   65.530412  74.159954     inf",NaNe-Inf ,0.9734,0.3784,dummy,"Infectious diseases or communicable diseases are caused by bacteria, viruses, and parasites.",infectious diseases,parasites,infectious diseases parasites,0,0.907647203,0.7836029,0.668508287,0.374655647,0.773031826,0.313842482,0.925499232,0.796603316,0.418735892,0.909197012,0.822403403,0.613043478,0.560240964,0.802254987,0.874183007,0.644102564,0.969176052,0.77124183,0.0768
111,8987,0,0,"KstestResult(statistic=0.11894736842105263, pvalue=0.9537459144762146)","{'invgamma': {'a': 222.31090679913228, 'loc': -1.9999674233427065, 'scale': 575.2849258442693}}","          sumsquare_error        aic        bic  kl_div
invgamma       839.393963  -7.841179  80.809899     inf
gamma          840.970025  -8.895558  80.845541     inf
lognorm        840.985451  -8.799800  80.845889     inf
t              843.429391  -9.496610  80.901024     inf
norm           843.429897 -11.494640  77.956596     inf",NaNe-Inf ,1,1,dummy,"On this basis, the vibronically coupled CD bands of lutein diacetate are attributed to an excitonic interaction arose from the twisted nematic layers.",interaction,layers,interaction layers,0,0.703479576,0.753750457,0.54995417,0.521455224,0.505555556,0.966172382,0.495750708,0.877233697,0.45441989,0.713567839,0.579033579,0.540623091,0.705533597,0.629893238,0.40521327,0.558232932,0.805460751,0.416608023,0.226100152
112,8989,0,0,None,,,NaNe-Inf ,0.995,0,dummy,"The pension crisis has been caused by the escalating cost of funding copper bottomed final salary pension schemes still provided, unlike most companies, by councils and other public sector employers such as Transport for London.",crisis,cost,crisis cost,11,0.06653426,0.060585432,0.262802476,0.692759295,0.312796209,0.128286571,0.129353234,0.068496632,0.027105518,0.489316239,0.406301824,0.320361362,0.186921296,0.3685742,0.448065173,0.416924665,0.005159805,0.162833487,0.5225
113,8992,0,0,None,,,NaNe-Inf ,0.9624,0,dummy,"A third of the injuries are caused by illegally obtained fireworks, and burns account for half the injuries.",injuries,fireworks,injuries fireworks,5,0.998411975,0.952191235,0.875770354,0.841558442,0.967680427,0.571428571,0.997951226,0.9882269,0.809069212,0.99831425,0.917501928,0.772921109,0.583673469,0.934579439,0.890990543,0.692044482,0.999939759,0.848958333,0.757156048
114,9005,0,0,None,,,NaNe-Inf ,0.9684,0,dummy,"In addition to the threat from cable television, analog terrestrial television is now also subject to competition from satellite television and distribution of video and film content over the Internet.",threat,television,threat television,1,0.915926179,0.587211831,0.525759577,0.742410304,0.586701434,0.652390438,0.94941889,0.745814307,0.001913912,0.780797101,0.485955056,0.424537488,0.649269311,0.346961326,0.335877863,0.543068641,0.973859559,0.052788421,0.007814558
115,9012,1,1,None,,,inf,0.9682,0,dummy,Alcohol and drugs directly cause suicide by significantly diminishing the reasoning of the person at the time of the suicide.,alcohol,suicide,alcohol suicide,1,0.958403169,0.825426945,0.45177665,0.681354549,0.539072848,0.689519307,0.955096222,0.87398374,0.499219969,0.795957044,0.390962672,0.526315789,0.697463768,0.787119857,0.408673895,0.402144772,0.989057931,0.305555556,0.448079659
