sentence_source	label	label_notes	sentence
2293	0	Comment:	Generally it appears that most of the damage was caused by the winds and the rough seas.
2295	0	Comment:	World practices have shown that often local authorities are quicker to respond to the natural disasters caused by the climate change.
2301	0	Comment:	The funds raised through this appeal have a direct impact on the people affected by the severe devastations caused by the storms.
2317	0	Comment:	Outbreaks caused by the oral vaccine's live virus have happened before.
2325	0	Comment:	The compromise resolved the crisis through a series of secret negotiations involving Republican and Democratic politicians and various interest groups.
2363	0	Comment:	"So solar thermal power generation works essentially the same as generation from fossil fuels except that instead of using steam produced from the combustion of fossil fuels, the steam is produced by the heat collected from sunlight."
2372	1	Comment:	Autonomic imbalance is one of the multifactorial causes of essential hypertension currently.
2382	0	Comment:	"As I move closer to the kitchen, the steady hum of the refrigerator grows stronger."
2387	1	Comment:	Fatty acid and phospholipid chlorohydrins cause cell stress and endothelial adhesion.
2404	1	Comment:	The new cigarettes cause headaches and nausea and contain dangerous chemicals.
2421	1	Comment:	"On the hour, the clock plays a melody with motion."
2423	0	Comment:	Nurses' militancy stemmed from two different kinds of experiences.
2432	0	Comment:	The pollution from animal factories is also destroying parts of the world's oceans.
2439	0	Comment:	The NNT and NNH are useful indices to describe the trade-off between the benefit and the harm produced by a new treatment.
2442	0	Comment:	Acne is caused by clogging of sebaceous (oil producing) glands on the skin.
2453	1	Comment: negation and modality are outside	"No water enters the inside of the dishwasher, and the motor makes a sound as if under strain."
2470	0	Comment:	"The fluctuations are caused by state and federal taxes, distance from refineries to filling stations and environmental laws."
2474	0	Comment:	Rabies is caused by a virus that is usually contracted through the saliva of an infected animal.
2477	0	Comment:	An accident has been caused by the fog.
2479	1	Comment:	The injury resulted in numerous operations to save his eyesight.
2495	0	Comment:	We address the longer-term budget imbalance that has been caused by the tax cuts.
2496	0	Comment:	"In North America, about 58 percent of the wildfires are caused by humans."
2518	0	Comment:	Make sure the child takes lots of fluids in spite of the oral discomfort to prevent high fever from dehydration.
2533	1	Comment:	A rare and incurable congenital disease which causes blindness has been successfully treated for the first time using gene therapy.
2534	1	Comment:	"As I pulled unit apart the small fan on top of light was caked with dust, the heat caused a little discoloration on the difusing lense."
2535	1	Comment:	"His work has led to new treatments for addicts, tests for drug intoxication and understanding of how heroin, other opiates and cocaine cause dependence and withdrawal."
2539	0	Comment:	Shrinkage from washing has always been considered a serious problem for cotton knitted fabrics.
2548	0	Comment:	"This article goes some wat towards, identifying some of the conflicts arose from the previous and present agricultural development."
2552	0	Comment:	The disruption caused by the latest Christmas terrorist has added too much to the weary trip home.
2576	0	Comment:	The Barbarian invasions of the fifth century were triggered by the destruction of the Gothic kingdoms by the Huns in 372-375.
2591	0	Comment:	Ho Chi Minh City and Hanoi are in floods after the rain.
2596	0	Comment:	Eighty percent of the mortgage fraud has been caused by the banks and the lending institutions.
2606	1	Comment:	"Using solar electricity instead of conventional electricity sources helps to reduce pollution that causes smog, acid rain, respiratory illness and global warming."
2613	0	Comment:	"It gets a little bit ""chicken first or egg first"" on examination but the primary truth is that the attacks are caused by the fear of the attacks themselve."
2620	0	Comment:	The big bang was caused by the collision of two parallel universes.
2621	1	Comment:	"The increase in customers, though, caused a strain on the company servers."
2628	0	Comment:	The lymphomas are caused by neoplastic proliferation of cells in the lymphoid system.
2629	0	Comment:	"Acne is caused by infections that occur when pores in the skin are filled with oil, dirt, or other substances."
2634	0	Comment:	"A girl with a mitochondrial disorder who developed a neurodegenerative disorder with ""features of autism"" after getting a fever from vaccines."
2638	1	Comment:	"The storm caused a tremendous amount of damage on the landing beaches, and for the time completely isolated the troops at Anzac."
2640	0	Comment:	"But in 1993, Montalban had a 10-hour surgery to try to alleviate the pain and discomfort from this injury."
2651	0	Comment:	"Celiac disease (CD) is an inflammatory disorder of the upper small intestine triggered by the ingestion of wheat, rye, barley, and possibly oat products."
2655	0	Comment:	Swine Flu - Popular name for the illness caused by the H1N1 virus.
2701	0	Comment:	Both ships caught fire after the collision but the blazes were brought under control.
2706	1	Comment:	"Sadness leads to inspiration, so in this story of love and hate, respect and betrayal, learn about the history of the Mexican Wrestling Wars."
2720	0	Comment:	"Since the bar sold alcohol to a person that was already obviously intoxicated, it became liable for the subsequent harm that was caused by the drunk driver."
2722	0	Comment:	Asia feels the pain caused by the crisis but could be poised for rapid recovery.
2730	0	Comment:	The boom and shaking was caused by the asteroid that passed Earth yesterday.
2736	0	Comment:	"On the morning of May 25, many schools in northeast China were evacuated because of the earthquake caused by the North Korea nuclear test."
2745	1	Comment:	Seborrheic dermatitis is one of the causes for dandruff.
2748	0	Comment:	"Sierra Leone in the wake of the devastation caused by the decade old civil conflict in every sector of our society, the education sector, being key."
2754	0	Comment:	Hepatitis B is a potentially life-threatening liver infection caused by the hepatitis B virus.
2762	0	Comment:	"On investigation, however, it was found that all the noise was caused by the arrival of Fred Riemer with an ox-team load of flour."
2772	0	Comment:	"This meeting was called in response to a request of Eastern labor papers, but happened to fall amid the excitement caused by the Pittsburgh riot."
2774	1	Comment:	"Many commercial soap, shower gel or cleanser products contain preservatives, colorants and chemicals that cause dryness, rashes, itchiness and roughness on the skin."
2781	1	Comment:	"Priority must be given to efforts to combat insecurity and thus poverty, major cause of violence most often experienced by poorest."
2792	1	Comment:	"The compromises contained in the agreement caused the civil war in the 26 counties in June 1922-April 1923, in which the pro-Treaty Provisional Government defeated the anti-Treaty Republican forces."
2794	0	Comment:	The disruption has been caused by work being carried out by track operator Network Rail.
2795	0	Comment:	"A person with an intrinsic motivation to run gains satisfaction from a very long running around their favourite course on a calm, sunny day."
2797	0	Comment:	The real possibility of total engulfment by flame or suffocation from smoke was a constant threat.
2806	0	Comment:	The abuse is rooted in the perpetrator's mental illness.
2811	0	Comment:	The birthmarks are caused by expansions (dilations) in tiny blood vessels called capillaries.
2832	1	Comment:	The dispute has resulted in major regional wars and two Palestinian Intifadas with tragedies on both sides.
2836	0	Comment:	This photograph shows the vortices created by the water strider's legs as it moves across the water.
2841	0	Comment:	"The common cold and the flu are caused by different viruses, with symptoms of the flu presenting more quickly and with more severity than those of a cold."
2859	0	Comment:	"P6 stimulation for PONV is a convincing case for the efficacy of acupuncture; to that were later added nausea from chemotherapy or pregnancy, and dental pain."
2864	0	Comment:	"Mixed in equal parts with peppermint, Elder flowers help reduce the fevers and aches caused by colds and the flu."
2866	0	Comment:	"The following pages are organized by subject, and investigate the root causes of damage caused by the quake."
2870	0	Comment:	"In the chaos and urgency caused by the hurricanes, it was difficult to keep track of people with psychiatric disabilities."
2896	0	Comment:	Old scars from stitches that were successfully put in but ripped out by the individual are also common.
2898	1	Comment:	The fighting resulted in hundreds of deaths and in the deployment of peace keepers into East Timor.
2899	0	Comment:	"Most of the streaks are caused by meteoroids about the size of a grain of sand, although meteoroids are porous and much less dense than sand."
2913	1	Comment:	The large anti-neutrino component is the source of an irreducible background.
2915	0	Comment:	The mortality caused by the war is also high.
2920	0	Comment: modality is outside	"Before he leaves Ephesus, however, a riot breaks out, instigated by the silversmiths who manufacture idols of the goddess Artemis; they are afraid that Paul's evangelistic success will ruin their business."
2923	1	Comment:	"The eruption resulted in massive lahar flows (a mixture of ash, lava, rock and water), primarily in the Rio Montana and Marker watersheds."
2930	0	Comment:	"A Philippine Airforce aerial shot shows residents standing on a rooftop to escape the floodwaters caused by continuous rains brought on by Typhoon Ketsana in Marikina city, metro Manila September 27, 2009."
2931	0	Comment:	The pressure was caused by the rapid power acceleration at the start.
2940	1	Comment:	"In addition to the Sudanese rebels, the bombing resulted in the deaths of several Chadian civilians and livestock."
2951	0	Comment:	The noise signal was generated by a noise diode (ENR = 27 dB) and gated with a high-speed electronic switch.
2952	0	Comment:	"Ordinary warts on the hands and feet are caused by viruses, which only affect humans."
2956	0	Comment:	Unemployment has been caused by people who either knowingly or unknowingly have priced people out of jobs.
2961	0	Comment:	The noise and vibration caused by the passage of trains resulted in unacceptable conditions within the convention center as standard construction techniques had been used.
2965	1	Comment:	"Because of the ethics scandal that resulted in the impeachment of the state's Governor, there was real hope for real ethics reform in Illinois this year."
2972	0	Comment:	The storm ended up causing about a fraction of the damage caused by the Chesapeake Bay storm.
2974	0	Comment:	Primary wholesale markets are held in a fixed place and transact daily a large volume of business emanated from the village markets.
2991	0	Comment:	"High blood pressure is caused by a narrowing of the arteries, which means the heart has to work harder in order to push the blood through."
2993	1	Comment:	The genreal anesthetic cause unconsciousness and insensibility to paid and are used for major surgical procedures.
2994	0	Comment:	"Acne or pimples are caused by hormonal changes, wrong food habits and improper skin care."
2998	0	Comment:	In July he was sent north to quell a rebellion instigated by the discontented people of Warwick.
3001	0	Comment:	"Ironically, the damage caused by the floods, and the subsequent insurance payout, were what prompted the restoration of the station building."
3014	0	Comment:	The court found proof that the fatal fire was caused by the dryer.
3021	1	Comment:	"13, students were evacuated from Conrad Residence for approximately 15 minutes after burnt food in one of the kitchens set off the fire alarm."
3028	0	Comment:	Lavender is excellent in the reatment of headaches from fatigue and exhaustion.
3029	0	Comment:	"The Archbishop of York, Dr John Sentamu, visited the stoneyard to survey the damage caused by the fire."
3041	0	Comment:	My first encounter in my luxurious hotels casino was the sound of a woman behind the roulette wheels screaming for joy after hitting the 12225.00 jackpot.
3057	0	Comment:	There was a serious increase in the acidity of the seas caused by the acid rains.
3067	0	Comment:	Bounding pulses are caused by the relatively low systemic arterial blood pressure due to the continuous runoff of blood from the aorta into the pulmonary artery.
3070	0	Comment: modality is outside	"The deficits caused by the fiscal stimulus package end in 2011 and will help to sustain a fragile recovery in 2010, the deficits projected for the longer term are a threat to our economic future."
3073	0	Comment:	The suffering caused by the bleeding depends on where the arteriovenous malformation is located.
3094	0	Comment:	The overall damage caused by the destruction of land and property for the Wall's construction has taken many years to recover further.
3099	0	Comment:	The pain he felt was caused by the plant rubbing against his capillaries.
3101	0	Comment:	Several blocks of flats caught fire after the blaze spread from a building site in Sumner Road.
3103	0	Comment:	The Hawke's Bay Herald building was completely destroyed by the fire after the earthquake.
3111	0	Comment:	We seek to actually reverse the injury that has been caused by the heart attack.
3118	0	Comment:	The echoing you see is from an expect command running after send has run.
3129	1	Comment:	"Lymphedema is an abnormal build-up of fluid that causes swelling, most often in the arms or legs."
3135	0	Comment:	"Since the PN signal is generated by an algorithm, knowledge of the algorithm reveals the entire sequence."
3138	0	Comment:	Argentina was the destruction of the natural grasslands caused by the expansion of the cropping frontiers starting in 1875.
3160	1	Comment:	"The death of the rat caused the relocation of the flea, and if its next host just happened to be a human, then contagion was the result."
3167	0	Comment:	The injury or death was caused by the intoxication and the employee shall be barred from receiving workers' compensation.
3171	0	Comment:	I suffer from headaches from perfume and any other toxic thing I get to smell.
3183	0	Comment:	"These changes can be caused by the tumor itself, by increased pressure within the skull caused by the presence of the tumor."
3189	1	Comment:	"Instead, the doctor had administered a drug which had caused the eventual death of the child."
3192	1	Comment:	"The crashes resulted in the collapse of much of the World Trade Center complex, the destruction of part of the southwest side of the Pentagon."
3198	1	Comment:	"The fact that you actually caused an accident that resulted in injury or death gives them the justification they need to prosecute you to the fullest extent of the law, and seek the toughest penalties possible."
3203	1	Comment:	"With Bummer gone for the night the groms decide to surf at night with the help of floodlights, but the floodlights cause a power outage for the entire hotel."
3207	0	Comment:	An inflammation of the liver caused by the hepatitis A virus (HAV).
3210	0	Comment:	"The conclusion of the investigation was that the loss was caused by a failure in a cell wall, resulting in a serious crack and a leakage that the pumps were not able to cope with."
3212	0	Comment:	The tsunami was generated by an unusual type of earthquake that occurs near oceanic trenches.
3221	0	Comment:	"Around the globe, unique and fascinating species face extinction from hunting and habitat destruction, which affects vulnerable animals in every kind of environment."
3233	0	Comment:	But the most damage has been caused by the corrosive effects of wind and water.
3254	1	Comment:	The movement developed from the rediscovery by European scholars of many Greek and Roman texts.
3259	0	Comment:	The vascular dilatation was caused by the sympathetic and the course of vaso-motor nerves.
3260	0	Comment:	Sheet and rill erosion is considered to be the most harmful of all soil erosion forms since it may be unnoticed or ignored by the peasant.
3268	0	Comment:	The problem comes from the widgets resembling HTC's own Sense UI widgets.
3285	0	Comment:	"The fire is caused by overheating of connections, which is cause by its turn by poor ohmic contact."
3287	0	Comment:	Figure 9 shows the average delays obtained with this policy as compared with those of the previous subsection.
3290	0	Comment:	Space shuttle science shows how 1908 Tunguska explosion was caused by a comet.
3292	1	Comment:	"Cobalt metal fume and dust cause upper respiratory tract irritation, chronic interstitial pneumonitis, and skin sensitization."
3294	0	Comment:	Every child and young person seen at Starship with intoxication from alcohol or illicit drug use had a social work assessment before leaving the hospital.
3322	0	Comment:	"With the pollution caused by the buring of coal, the light-colored tree trunks became darker due to soot."
3325	1	Comment:	"Continued exposure to higher concentrations of the gas cause disorientation, convulsions, unconsciousness and death."
3331	1	Comment:	These chemical studies were directed toward proof of structure of the indole components of the seeds.
3332	0	Comment:	The riot was instigated by the clergy of the Church of England with the active support and collaboration of the magistrates.
3335	0	Comment:	But the discomfort caused by the ointment and the duration of treatment often result in non-compliance.
3336	1	Comment:	Menopause and PMS cause stress and anxiety even without imbalanced hormones.
3339	1	Comment:	The killings resulted in indiscriminate firing by unknown people in Garden area of the city.
3341	0	Comment:	"The cow makes a sound called lowing, also known as mooing."
3344	0	Comment:	Flashes are caused by the vitreous gel tugging on the retina.
3350	0	Comment:	"Information about Salmonellosis, an illness caused by a bacteria found in raw food, soil, or water."
3352	1	Comment:	Natural Liver Cirrhosis Treatment Liver cirrhosis is a degenerative inflammatory disease that results in hardening and scarring of liver cells.
3361	1	Comment:	And these gases cause evaporation of water from sea and soil.
3368	1	Comment:	"I am currently taking a medication which causes tingling in my hands and feet, but I also have vitamin d deficiency r/t hyperparathyroidism and my calcium is up and down."
3373	0	Comment:	But by far the most frequent tsunami-maker is the buckling of the seafloor caused by an undersea earthquake.
3377	0	Comment:	A magnetic bracelet helps the pain from stroke in your arm.
3378	0	Comment:	Dalindyebo R900-million and the tribe a further R80-billion in compensation for the humiliation caused by the monarch's criminal trial.
3408	1	Comment:	Water erosion is the detachment and removal of soil material by water.
3410	1	Comment:	"Lesions involving the medial part of the premotor cortex, the supplementary motor area (SMA) and the rear portion of the medial part of the precentral gyrus caused a contralateral, severe leg-predominant hemiplegia, distally predominant and a less severe proximal weakness of the arm."
3415	0	Comment:	Examining the disruption caused by pupil mobility.
3418	0	Comment:	"The second injury also started from the aforementioned collision, but has only recently re-surfaced."
3419	0	Comment:	Production and investigation of such a detector arose from an inadequate sensitivity of a commercial p-type Si detector.
3435	0	Comment:	"The inflammation is caused by the growth of unusual bacteria, which usually results from antibiotic use."
3436	1	Comment:	The exhibition The Art of the Motorcycle caused a revolution on the museum scene with its presentation of the motorcycle as a metaphor of the 20th century.
3438	1	Comment:	Pressures occur throughout life and those pressures cause stress.
3447	1	Comment:	The drugs cause unconsciousness and cardiac arrest separately.
3460	1	Comment:	Electrolysis of the resulting mixture caused the reduction of the aluminum ions in the Al2O3.
3480	1	Comment:	"Many different bacteria, protozoa and viruses cause food poisoning, but most cases are the result of just a few species of bacteria."
3486	0	Comment:	One sad (excuse the pun) consequence is that a winter of suffering from SAD adds to the weight gain caused by the antidepressants.
3502	0	Comment:	"The structural deficit has been caused by the series of tax cuts, not the recession or defense needs."
3527	0	Comment:	"It took a long time to undo the damage that has been caused by the crisis of confidence, damage whose effects are just now beginning to make themselves felt in a slow, glacial collapse."
3555	0	Comment:	The rescue teams found 17 of the 25 crew thrown into the sea when the tanker caught fire after the collision.
3562	1	Comment:	"Trauma to the face and nasal area causes nosebleeds, such as getting punched or violently slapped."
3573	0	Comment:	Some comments from readers highlight the frustration and inconvenience caused by the 3-pin system.
3596	0	Comment:	"Pneumonia is an inflammation of the lungs caused by bacteria, viruses, or chemical irritants."
3599	0	Comment:	The blockages are caused by a build-up of fatty plaque along the artery walls.
3605	0	Comment:	The demise of the bees has been caused by the globalization of commerce.
3610	0	Comment:	Staphylococcal food poisoning is caused by eating food contaminated with Staphylococcus aureus.
3618	1	Comment:	"Properties of the soils developed from the amphibolites of Santiago-Ponte Ulla, Spain."
3633	0	Comment:	"Solar disturbances such as flares, prominences, and sunspots increase the amount of radiation from the sun."
3636	0	Comment:	"The results support the theoretical model conceptualizing alcohol use and misuse as being the product of stress caused by constraints and resources brought to bear simultaneously by agent personality, structures of daily life, and macro social structures."
3643	0	Comment:	"A significant portion of head and neck cancers, anal cancers, and cancer of the larynx are caused by the human papillomavirus."
3645	1	Comment:	"Overpopulation and poverty cause tension not only within communities and countries, but throughout the world."
3649	0	Comment:	The only light in the house was radiating from the TV screen.
3652	0	Comment:	"In economic terms, the ecological catastrophe caused by the Prestige oil spill is comparable with that caused by the Exxon Valdez."
3666	0	Comment:	"Biomagnetic Research, in Arizona, makes a range of devices for neutralizing radiation from computers and other sources."
3667	0	Comment:	The family members also get great joy from dogs doing tricks and great for family activities.
3678	0	Comment:	The US forces have withdrawn due to the damage caused by the eruption and the typhoon.
3679	1	Comment:	"The riot resulted in the deaths of 196 people, and led to a major reform in the country's economic policy favouring the Malays."
3682	1	Comment:	"Canine flea infestation is caused by fleas, which are small, wingless blood-sucking insects."
3689	0	Comment:	Stella Liebeck is the woman who sued McDonalds after she suffered a serious burn after the spilling of a cup of coffee on her lap.
3690	1	Comment:	"The bending caused a fracture on the tension side of the test specimen, but the UHMP fiber ribbon held the fractured parts together."
3691	0	Comment:	"Following a decision made by the Typhoon Committee in cooperation with United Nations agencies and the League of Red Crescent Societies, ESCAP compiles every year region-wide statistics and reports on the harm caused by tropical cyclones, floods, droughts and other severe weather events."
3702	1	Comment:	The influx caused a further drain on the country's already scanty resources.
3720	0	Comment:	This ingredient also repairs the damage that has been caused by the sun.
3732	0	Comment:	"Apparently, beyond the damage caused by the smoke and the water, the structure of the store itself it was not overly damaged."
3734	1	Comment:	"Individuals with this change, or with similar mutations in the USH2A gene, develop moderate to severe hearing loss and retinitis pigmentosa, a disorder that results in loss of vision."
3758	0	Comment:	The Germanic migrations of the fifth century were triggered by the destruction of the Gothic kingdoms by the Huns in 372-375.
3776	0	Comment:	The reference signal was generated from an auxiliary photomultiplier (RCA 1P28) with a quantum counter.
3782	0	Comment:	The electromagnetic (EM) radiation from the sun arrives mostly in the form of visible and infrared wavelengths.
3791	0	Comment:	The pseudolesion was caused by drainage of the paraumbilical vein.
3797	0	Comment:	"User-edited article about Salmonellosis, the infection caused by Salmonella bacteria, leading to diarrhea, fever, vomiting, and abdominal cramps."
3798	0	Comment:	This paper presents the results of a survey of the building damage caused by the ash fall from the cataclysmic eruption of Mount Pinatubo.
3810	1	Comment:	"The earthquake caused the failures of the electric power system, the water supply system, the sewer system, the telephone and telegraph systems."
3811	1	Comment:	"The guy put up a fight, so the mugger takes out a gun and shoots him, point blank."
3821	0	Comment:	Boils or furuncles are caused by staphylococcal bacterial infections of the hair follicles.
3835	0	Comment:	Cervical cancer is caused by infection with the human papillomavirus (HPV) and is one of the most common cancers in women in developing countries.
3840	0	Comment:	"Notwithstanding problems associated with screening, many of those cancers were caused by radiation exposures shortly after the accident."
3845	0	Comment:	This year's Nobel Laureates in Physiology or Medicine made the remarkable and unexpected discovery that inflammation in the stomach (gastritis) as well as ulceration of the stomach or duodenum (peptic ulcer disease) is the result of an infection of the stomach caused by the bacterium Helicobacter pylori.
3851	0	Comment:	"A thorough oral examination, which includes dental X-rays, determines that the toothache is coming from a jaw problem."
3856	0	Comment:	"Also, we note the convergence over the lakes caused by the land breeze circulation."
3870	0	Comment:	"The severe recession triggered by the global crisis has bottomed out, thanks in part to a rebound in exports, although production remains the same."
3879	1	Comment:	"In the 1998 crisis, capital flight caused a crisis on the currency markets, as the removal of funds from Russia necessarily entailed the conversion of rubles to dollars."
3880	0	Comment:	I used to get terrible headaches from sinus and infections that resulted in taking antibiotics a few times a year.
3891	0	Comment:	The grief from infertility is at times so overwhelming that no one person can provide all the comfort and support that his or her partner needs.
3899	0	Comment:	"Monilia, candida or yeast infections are caused by various species of candida, especially Candida albicans, and are very common in babies and young children."
3901	0	Comment:	"The elderly found it hard to cope with the high heat-humidity, which often causes nausea and dizziness from exhaustion and dehydration."
3927	1	Comment:	The earthquake caused a massive avalanche on the northern slope of Mount Huascar.
3935	1	Comment:	The JFK baggage system malfunction caused delays for some flights and caused some passengers to simply travel without their things.
3938	1	Comment:	"Small particles, grime and dirt cause friction and microscopic scratches that over time destroy the performance of equipment."
3941	0	Comment: modality is outside	"When a tsunami is generated by a strong offshore earthquake, its first waves would reach the outer coast minutes after the ground stops shaking."
3947	1	Comment:	"A deposit ages, soil formation, weathering, diagenetic processes, and earthquake shaking lead to consolidation and cementation of the sediment."
3966	0	Comment:	"The cheering and screaming after the victory had hardly died down when Marilyn Kelly proclaimed ""Party at my house!""."
3967	0	Comment:	You counted almost thirty-three honorable punches and kicks thrown in this clip of little kid screaming after the terrible fight.
3981	1	Comment:	Lesions restricted to the rear portion of the medial part of the precentral gyrus caused a contralateral predominantly distal leg weakness.
3983	1	Comment:	One of the largest Internet piracy rings in the world has been shut down in a police operation that resulted in the arrest of 181 people.
3997	1	Comment:	DOD/USAF/AFRCC initiated Federal SAR response activities for incidents that result in aeronautical distress.
3999	0	Comment:	"Pavlov-like, looking at the picture aids ""let-down,"" the release of milk normally triggered by the presence of the baby, its touch, its cry."
4007	0	Comment:	The inspiration for the multi-touch technology came from a decidedly non-digital event.
4030	0	Comment:	Raj driven to rage after reading about yet another weirdly spelled Web 2.0 company is struggling on TechCrunch.
4037	0	Comment:	The team prepared GIS precipitation and contour maps of the area (approximately 777 square miles) depicting the landforms and identifying the flooding and landslides caused by the rainfall.
4038	0	Comment:	"The 1906 San Francisco earthquake was caused by a rupture on the San Andreas Fault, a continental transform fault that forms part of the boundary between the Pacific Plate and the North American Plate."
4046	0	Comment:	"The grief from sudden death is completely different from expected death, when families have time to prepare and say goodbye."
4052	0	Comment:	The wounds caused by the scourging and the thorns are almost invisible.
4057	0	Comment:	"The war was caused by the expansionist desires of Hitler, Mussolini and the Japanese imperialists."
4062	0	Comment:	Osteoporosis is caused by a sharp decrease in estrogen levels that leads to an increased rate of bone remodeling.
4070	0	Comment:	The economic collapse was caused by consumers buying mortgages they couldn't afford and the housing collapse.
4072	0	Comment:	"Convulsions that occur after DTaP are usually not caused directly by the vaccine, but by a fever, which in turn was triggered by the vaccine."
4080	0	Comment:	"To determine, once and for all, how the manakin was making its bizarre sounds, Bostwick and colleagues decided to take feather samples."
4124	0	Comment:	Licenses and Permits are revenues from the selling of vendor and dog licenses and other items.
4165	1	Comment:	"More than 4500 tons of nitrogen oxides annually -- a pollutant that causes smog, acid rain, and contributes to asthma attacks and other breathing problems."
4167	1	Comment:	Addiction and poverty lead to neglect and abuse.
4177	0	Comment:	The swelling of the vocal fold mucosa is caused by smoking.
4178	1	Comment: (a) is satisfied	"In conclusion, incubation of the aorta produces a specific reduction in agonist-evoked contraction."
4195	0	Comment:	"The high humidity caused by the rainfall damaged the seed of PU already mature while the good soil moisture allowed the seed of SO, TO and OO to fill better."
4206	1	Comment:	"First, the H5N1 virus has caused by far the greatest number of human cases of very severe disease and the greatest number of deaths."
4212	0	Comment:	"Many symptoms of fight or flight are caused by chemical changes in the body, but these two symptoms of are caused by chronic, rapid, shallow breathing."
4233	1	Comment:	"The assassination resulted in extensive arrests of governmental, security, and criminal figures."
4239	1	Comment:	The storm resulted in 31 deaths and 2.5 million dollars damage.
4248	1	Comment:	Obama's economic policies are turning into a global disaster.
4271	1	Comment:	"Thus, evaluating capital punishment as a form of retribution is reduced by Sellin to merely estimating the proportion of capital murders that result in execution."
4275	0	Comment:	Dizziness was caused by whiplash and head injury.
4278	1	Comment:	The hull caused a scratch on the eye and that is why it's not healing all the way.
4280	1	Comment:	The massacre resulted in a local and international onslaught.
4287	1	Comment:	"Both colds and flu cause inflammation of the mucous membranes (found in the nose, throat and mouth)."
4293	1	Comment:	Constipation is the most common cause of abdominal pain in the pediatric population.
4296	0	Comment:	Our country is resolving the war and poverty caused by the previous administration.
4313	0	Comment:	The pain was radiating from the contraction out to my hips and back and then down both my legs all the way to my toes.
4320	0	Comment:	"The fresh Muslim anger has been caused by the opening speech delivered by Pope Benedict XVI on September 12, 2006."
4322	0	Comment:	Cold sores or fever blisters are caused by the herpes simplex virus and are usually relatively easy to identify.
4355	0	Comment:	The quarrel during the night of the crime was caused by money.
4360	0	Comment:	Sinusitis is the inflammation of the sinuses caused by a bacterial infection.
4370	0	Comment:	During the great fire of the aftershock in Tokyo in 1923 many Ginkgo trees survived while other trees died.
4375	0	Comment:	The major product arose from an attack of aromatic compound.
4381	1	Comment:	Interpolation of the missing samples repairs the waveform with a minimum of distortion.
4395	0	Comment:	The worst devastation around us has been caused by the abject failure of religious education.
4428	1	Comment:	"But among the heroin addicts especially, there is frequently a very severe depression, and depression is one of the main causes of suicide."
4457	1	Comment:	"We minimized excessive flows that cause flooding, bank erosion, and habitat loss."
4467	1	Comment:	"For example, measles and chickenpox cause rashes along with other symptoms."
4469	1	Comment: (a) is satisfied	"However, the planning proposal has generated opposition from locals who have voiced fears over health issues."
4472	1	Comment:	"Allaah decreed joy and sadness, because joy results in laughter and sadness leads to crying."
4480	0	Comment:	Malaria is caused by infection with a parasite called Plasmodium that is transmitted by mosquitos.
4514	0	Comment:	The warmth was radiating from the fireplace to all corners of the room.
4516	0	Comment:	The reports regarding the casualties has been announced and the loss that has been caused by the quake is being estimated.
4519	0	Comment:	Air pollution from coal-fired power plants is large and varied and contributes to a significant number of negative environmental and health problems.
4520	0	Comment:	"Former Safety-Service Director Rex Katterheinrich estimated the city collecting $2.16 million in 2009, who took into account for the economic slowdown caused by the national recession."
4527	1	Comment:	"Dr. Marshall is the discoverer of Helicobacter (H. pylori), the germ that causes peptic ulcer."
4536	0	Comment:	"The sadness from divorce meant more if you were aware she was married very briefly to choreographer/director Michael Bennett, who shaped her career, then created the ""Chorus Line"" character around her in 1975."
4538	0	Comment:	NGU (NonGonococcal Urethritis) is an infection of the urethra caused by pathogens ( germs ) other than gonorrhea.
4557	1	Comment:	The crash caused a gash on the west side of the Pentagon measuring 30 yards wide and 10 yards deep.
4569	1	Comment:	"A stimulant, nicotine causes a temporary increase in alertness and a calm feeling."
4571	0	Comment:	He treated the pain from shingles as it persisted for long periods of time.
4585	1	Comment:	"There are many types and causes of headaches, from tension headaches due to stress to migraines triggered by certain foods."
4590	0	Comment:	Patients with adenomyosis experience pain from this disease in the early 30's.
4611	1	Comment: information is an occurrence	These tests establish baseline information on employees and help insure that they are appropriately matched to the physical demands of their jobs.
4613	0	Comment:	"Because the disorders are caused by defective lysosomal enzymes, with the result being lysosomal accumulation of pathway intermediates, these are often referred to as lysosomal storage diseases."
4630	0	Comment:	"The current crisis was caused by the housing bubble, and the primary cause of the housing bubble was the Federal Reserve keeping interest rates at 1 percent."
4647	1	Comment:	Both over-the-counter pain pills and prescription drugs cause medication-overuse headaches.
4655	0	Comment:	Most deaths from the accident were caused by radiation poisoning.
4658	0	Comment:	Bankers were assessing the loss caused by the poor performance of Gartmore's 340m pounds IPO this week after it needed to be scaled down and its price slashed.
4699	0	Comment:	GIS revealed a relationship between cracks caused by earthquakes and paddy fields.
4708	1	Comment:	Both bacteria cause mortality in target species via a lethal septicaemia as a result of spore germination.
4713	0	Comment:	Pancreatitis is an inflammation of the pancreas caused by a malfunction involving the digestive enzymes that the pancreas makes.
4715	0	Comment:	"The direct catastrophe caused by the earthquake was estimated at 10.2 billion euro, clearly justifying European intervention."
4718	0	Comment:	"The damages caused by the fires that immediately broke out and raged for three days, were by far worse than those caused by the earthquake itself."
4736	0	Comment:	He testified that cause of death was massive bleeding into the blood sac of the heart caused by a stab wound on the left chest.
