sentence_source	label	label_notes	sentence
2335	2	Comment:	The nurse wields the scalpel.
2336	5	Comment:	Mosquitoes are spreading into new places, bringing malaria and dengue fever with them.
2337	8	Comment: the factory is involved in the production of car	"Beginning in 1939, the factory's passenger cars were sold under the Moskvitch (""Muscovite"") brand."
2338	6	Comment: the bathtub contained the books	The bathtub was full of books, and extra space became paramount.
2339	7	Comment:	Zhao Guoxiang in his speech pointed out that this competition is an important measure for the cultivation of academic atmosphere.
2340	6	Comment: prototypical example	"The fine powder was loaded into a rubber bag of 3/4"" diameter and the bag was contained in a stainless or plastic sheath."
2341	3	Comment:	This absorbency is important in a candle because the wick needs to absorb liquid wax and move it upward while the candle is burning.
2342	5	Comment:	The light combustibles are dropped in to a bunker as the combustible fuel for use in the steam boiler for generation of steam.
2343	6	Comment: the box contained the fetus	An aborted 7-month-old fetus was found in a gift box under a Christmas tree.
2344	0	Comment:	Frequently the author departs from an explanation of what has transpired and the facts and forces pertaining to the action.
2345	9	Comment:	In this constitution the people was the source of all powers, but it exercised none.
2346	3	Comment:	The predominant mixing action is to shear the mixing compound between the rotors of the mixer, and the distance between the rotors is less than the rotor diameter.
2347	0	Comment: Musicality is a property, so can't be an Instrument.	The band performs with a high level of musicality, energy and spirit while combining sensitive group interplay with dynamic solo improvisations.
2348	6	Comment: prototypical example	The glass bottle was contained in a wire mesh basket in case of explosion.
2349	2	Comment: installation as a power source.	The installation powered a 100 horsepower (75 kW) synchronous motor at Telluride.
2350	4	Comment:	"Merolchazzar, the high-priest, muttered something about the anger of the Gods at the toleration shown to a sect of impious heretics who ate pigeons broiled, "" whereas,"" said he, ""our religion commands us to eat them roasted."
2351	0	Comment:	The process builds many features into the product that translate into benefits for you.
2352	2	Comment:	A shirtless farmer toils to plow the soil with a hand-cultivator while his wife quietly follows with seeds for the freshly turned earth.
2353	7	Comment:	The latter course explained the biological phenomena in a mathematical way.
2354	3	Comment:	The flat has a fully equipped kitchen, BBQ, two bathrooms, internet, sky and an indoor pool.
2355	4	Comment:	Fish gather in a shoal, a shallow place in a river or lake.
2356	0	Comment: factory does not produce time	Where a worker works in a factory for more than nine hours in any day or for more than forty-eight hours in any week, he shall be entitled to wages at the rate of twice his ordinary rate of wages.
2357	4	Comment:	They raided a house behind Mustapha's residence and seized a cache of arms, weapons and explosives.
2358	0	Comment:	The work is rooted in an effort to demonstrate commonality between the arts by focusing on classical rhetoric as the main discursive agency.
2359	9	Comment:	Republican senators hammered White House science officials about the emails leaked from prominent climate scientists two weeks ago.
2360	0	Comment: The herbs etc. are ingredients of thermocerin; as they are no longer perceptibly distinguishable Component-Whole cannot hold, and as they are present in thermocerin Entity-Origin cannot hold.	Thermocerin is a powerful fat burner that works with a combination of natural herbs such as White and Green Tea, Capsaicin, and Caffeine.
2361	0	Comment: writer is not a producer	Peter Wayner, a technology writer, struggles with how to respond to the widespread piracy of his books online.
2362	3	Comment:	Even the hinges of the refrigerator are hidden to provide a clean edged look.
2363	1	Comment:	So solar thermal power generation works essentially the same as generation from fossil fuels except that instead of using steam produced from the combustion of fossil fuels, the steam is produced by the heat collected from sunlight.
2364	4	Comment:	Since we see an array of spectral colors, it led him to the conclusion that color is a perceptual experience that depends on the wavelength of the light.
2365	0	Comment:	But the problem requires a broader solution - one that is consistent with the new U.S. commitment to cross-border cooperation.
2366	0	Comment:	The size of the assemblies grows from the byssus substrate interface to the transition layer.
2367	5	Comment:	Virgin spaceship takes visitors into suborbital space.
2368	4	Comment: modality is outside	"David and I have the same ""vision"" for our kennel of dogs and share the same philosophy in what we want our Labradors to represent."
2369	4	Comment:	The street outside the side entrance was decked, however, with three limousines double-parked and a squad of motorcycle policemen stood at the door.
2370	9	Comment:	The production of rice spirits in South China, such as the well-known Guiling Shanhua Spirit, kept using the same method described above until the first half of this century.
2371	2	Comment: Algorithms are like techniques, the software implements the algorithms.	The software creates pictures using random algorithms, and prints them in sections on multiple pages which can be trimmed and assembled to fashion large posters.
2372	1	Comment:	Autonomic imbalance is one of the multifactorial causes of essential hypertension currently.
2373	2	Comment:	Sitting on wooden benches, in strong, concealed positions, the enemy machine gunners tore the platoon to shreds with their murderous weapons.
2374	8	Comment: the folder is actively involved in the making of planes	Toda has established himself as the world's foremost folder of paper planes.
2375	7	Comment:	The exhibition explores the ideas and beliefs of people in the Middle Ages.
2376	0	Comment:	Narrative identity takes part in the story's movement, in the dialectic between order and disorder.
2377	7	Comment: judgments are about value	Again you make professional judgements regarding their relative value.
2378	3	Comment:	Some nails are more difficult to remove than others from the shank of the shoe.
2379	3	Comment:	He kept collecting those book titles, and sent them to me for our next reading list.
2380	7	Comment:	The following discussion centered mainly around the issue of photographing children.
2381	4	Comment:	It was the only living thing in sight except for a stationary cloud of hysterical gnats suspended in the heat above the road.
2382	1	Comment:	As I move closer to the kitchen, the steady hum of the refrigerator grows stronger.
2383	4	Comment:	He changed perspective cricketers view, on role of wicket keeper in the team.
2384	8	Comment: (a) is satisfied	I have long been an ardent admirer, user, and buyer of the knitwear produced by this excellent company based in the small borders town of Hawick.
2385	9	Comment:	To strengthen, if needed, maybe some sinister reference to the pea having got out from under the mattress.
2386	0	Comment: violates b.1	The real output per capita is running into inherent barriers.
2387	1	Comment:	Fatty acid and phospholipid chlorohydrins cause cell stress and endothelial adhesion.
2388	5	Comment:	Nuclear material of Trypanosoma brucei is imported into the mitochondria.
2389	5	Comment:	Lately, even women inject steroids into their muscles.
2390	0	Comment:	The Earth was the center of the universe, and the sky was enclosed in a dome.
2391	5	Comment: b.1. allows abstract destinations.	The enemy combatant case has moved into civilian courts.
2392	7	Comment:	It is the story of a teenager who finds himself floating on a raft down the Mississippi River with an escaping slave.
2393	7	Comment:	They are a collection of standards defining the allowed formats of Compact Discs.
2394	4	Comment:	Strora Enso has a wide range of white envelope papers developed for excellent runnability and printability.
2395	9	Comment:	The origin of a cancer is from a single cell.
2396	4	Comment:	I had a nest of garter snakes in the crack between the sidewalk and foundation last year.
2397	7	Comment: A theory verbalized.	The old geological theory explained mountains as wrinkles made by the Earth shrinking as it cools down.
2398	3	Comment:	Our cutter has a staysail on a furler.
2399	6	Comment: prototypical example	My mint julep was in a glass I still own.
2400	5	Comment:	The contaminated buildings that were buried have leaked radiation into the soil.
2401	2	Comment: Used for smoking.	Another shows a worker with a cigarette dangling from his mouth, a lunch box popping out from under a well-muscled arm.
2402	6	Comment: prototypical example	When leaving on the walk, our guide gave one of our group a bottle with twenty re-hydration tablets in it.
2403	5	Comment:	He accidentally dropped the file into the wrong folder.
2404	1	Comment:	The new cigarettes cause headaches and nausea and contain dangerous chemicals.
2405	4	Comment: a stack of hypotheses; modality is outside	The method examines the hypothesis stack of the decoder during recognition and picks the most likely terms before they are pruned.
2406	0	Comment: Purpose-Tool	Bangladesh has urged India to do away with visas for travel between the two neighbours to boost trade.
2407	2	Comment: The massage is a technique (Product-Producer excluded) that is actually used as an Instrument to cure.	A Canadian doctor cured me with only a massage.
2408	9	Comment:	This past September, the convicted burglar escaped from an open prison.
2409	0	"Comment: ""A dowel is a solid cylindrical rod, usually made of wood, plastic or metal. In its original manufactured form, dowel is called dowel rod."" (http://en.wikipedia.org/wiki/Dowel)"	I made sure that the end could still slide freely over the dowel rod.
2410	5	"Comment: (ii) is violated from verb ""put"""	He put a gallon into his cart and walked back to the front of the store.
2411	4	Comment: Assuming lineage = a related group.	They were a loose confederacy of various Arab lineages who were forged together in the eighteenth century by a common way of life and amalgamated in the twentieth century under their famous Shaykh (Sir) 'Ali al-Tom (1874-1937).
2412	7	Comment: negation and modality are outside	Local legend tells of a man unjustly hanged and a grave where no grass will grow.
2413	7	Comment:	It was noted that this policy had been considered at the last meeting of the Policy and Procedure Review.
2414	4	Comment:	Billionaires make up India's rich list.
2415	3	Comment:	An air freshener is constructed from parts to make a model of an object from everyday life, e.g. an airplane, insect, or bird.
2416	3	Comment:	As the driver passed Venne, one of the hooks caught the cyclist, dragging him under the wheels of the truck.
2417	5	Comment:	People used to throw coins into this fountain.
2418	2	Comment:	The military uses sandbags for field fortifications, or as a temporary measure to protect civilian structures.
2419	5	Comment:	The prophet was put into a vaulted cell in a dungeon, where he remained a long time.
2420	3	"Comment: ""isle"" should be ""aisle"", but it's in the original text."	Peg bags are the medium sized bags that hang in the candy isle of the store.
2421	1	Comment:	On the hour, the clock plays a melody with motion.
2422	0	Comment: technology is not a product	For example, a technology manufacturer undertook a seven-year, $200 million human resources outsourcing effort.
2423	1	Comment:	Nurses' militancy stemmed from two different kinds of experiences.
2424	6	Comment: prototypical example	An i-Button is a globally unique computer chip enclosed in a 16mm steel case.
2425	2	Comment:	Four hours earlier, the electrician injured his eye with the blunt end of a screwdriver.
2426	6	Comment: prototypical example	He was shocked to find the mixes were in a box in his garage that was in mortal danger because rats had used it for nesting.
2427	0	Comment: Relation is more like Instrument-Product	This publication is supported by a grant from Merck.
2428	3	Comment:	A simple DC motor has a coil of wire that can rotate in a magnetic field.
2429	4	Comment: This is borderline: brain is a structure, not a set.	The human psyche is seen to be a confederation of various aspects (e.g., cognition, affection, conation).
2430	3	Comment:	Nails grow out of deep folds in the skin of the fingers and toes.
2431	9	Comment:	The plane took off westbound from the small airport's southernmost runway shortly before 6 p.m.
2432	1	Comment:	The pollution from animal factories is also destroying parts of the world's oceans.
2433	4	Comment:	It is a shady retreat, close to a chain of shallow ponds near the lake shore.
2434	0	Comment: season is not a product	But O'Brien was proud of how his team finished a difficult season.
2435	5	Comment:	The aircraft is landing into the sea.
2436	3	Comment:	As a result of this consolidation, the area comprised of these villages is now called Kalbach, but each village still has its own identity on a map.
2437	0	Comment:	The achievements of Michael Phelps in the pool proved to be a major talking point for the riders.
2438	0	Comment: Combination here is a mix, the elements are not independent of each other.	A remarkable combination of favourable circumstances saw the technology progress from the innovation phase - its trial in prototype form - through to adoption and widespread use, in only a few years.
2439	1	Comment:	The NNT and NNH are useful indices to describe the trade-off between the benefit and the harm produced by a new treatment.
2440	3	Comment:	However, there are fish with lungs and fish without swim bladders.
2441	7	Comment:	The eleventh chapter is devoted entirely to architecture.
2442	1	Comment:	Acne is caused by clogging of sebaceous (oil producing) glands on the skin.
2443	4	Comment:	Once the list of relevant patents appears, clicking on the patent number brings up the entire patent.
2444	9	Comment:	In one of cinema's earliest and most famous screenings, the crowd ran away from the theatre after an approaching train appeared.
2445	2	Comment:	They infiltrated here and there, provoking the Russian military to liberate region after region with bombs and artillery.
2446	7	Comment:	Electroconvulsive therapy has been depicted in several fictional and semi-fictional films, books, and songs.
2447	3	Comment:	The muscularis of the stomach is thicker than that elsewhere.
2448	3	Comment:	Cordgo has developed a nifty little headphone winder to prevent your headphone cords from tangling as you as you move about during the day.
2449	4	Comment: A pile is a rather shapeless set of books.	Of course the proble is Christmas just passed so I've got a brand new pile of unread books to contend with.
2450	0	Comment: The bond here means a tight connection (between agents who share a feeling). Not a set.	This ordinance was a result of the bond of profit agents getting angry over the recent expansion of the Broward County Pretrial program.
2451	4	Comment:	The current Swiss Confederation was created in 1802 as a confederation of various multi-ethnic cantons, which all have their own characteristics.
2452	3	"Comment: (I) The relation between a message and any parts which are themselves messages is Component-Whole (""the first section of his speech"")."	The table summarises the results for the remaining 567 women.
2453	1	Comment: negation and modality are outside	No water enters the inside of the dishwasher, and the motor makes a sound as if under strain.
2454	0	Comment:	The vessel went down in a typhoon and the man was discovered inside a cork buffer used to prevent damage to the ship during docking.
2455	7	Comment:	The approved fireworks exhibition rules involve stricter display guidelines.
2456	9	Comment:	My evidence from two weeks ago proves the situation has changed from the time of their evidence.
2457	7	Comment:	This comprehensive book discusses both the human and the natural history of the islands of California.
2458	3	Comment:	Metals, on the other hand, reflect these radio waves, a characteristic very cleverly put to use in the walls of the microwave such that no waves escape.
2459	3	Comment:	The spring of the gravimeter must extend some more to accommodate the larger weight.
2460	0	Comment: The fort is located in the woods.	Walking trails, fire pit and a tree fort in the woods have encouraged him to spend time outside.
2461	5	Comment: movement	"The scientists placed the substance in a tiny capsule which gets channelled into cancer cells, and is then ""unpacked"" with a laser impulse."
2462	4	Comment:	Jackson wasn't to be outdone and was rewarded with a leap of three leopards, which he watched with his guests for an amazing five hours.
2463	9	Comment:	Meanwhile the appellant had left the house.
2464	5	Comment:	These people have journeyed into a mountain that is over 2,000 m high.
2465	0	Comment: Purpose-Tool	A cutting tool of the sort used for deep hole drilling has a cutting head mounted on a shank.
2466	8	Comment: (a) is satisfied	The invisible hand, also known as the invisible hand of the market, is a metaphor first coined by the economist in The Theory of Moral Sentiments.
2467	6	Comment: prototypical example	I have a large garbage bag full of clothes for a teen or preteen girl.
2468	8	Comment: (a),(d) satisfied	These lines from the pen of a nineteenth-century poet Rupchand Pakshi describe the city of Calcutta as a city of machines.
2469	4	Comment:	It seems really nasty to have an army of caterpillars infest a fruit tree.
2470	1	Comment:	The fluctuations are caused by state and federal taxes, distance from refineries to filling stations and environmental laws.
2471	8	Comment: (a) is satisfied	I just got in the mail a newly published book by an old friend of mine, Gordon Goldstein.
2472	5	Comment: both are abstract, but this is allowed by b.1	The balances were imported into the small business accounting correctly.
2473	5	Comment: both are abstract; b.1 is statisfied	An unofficial technical information has been leaked to the public.
2474	1	Comment:	Rabies is caused by a virus that is usually contracted through the saliva of an infected animal.
2475	6	Comment: prototypical example	The hamper was full of high-quality sweet biscuits, chocolates, cakes and puddings, shortbread, pickles, teas and wine.
2476	8	Comment: the family is actively involved in the production	Jillian Palmer came from a comfortably-off Portsmouth family, who manufactured the renowned range of Victory brushes.
2477	1	Comment:	An accident has been caused by the fog.
2478	3	Comment:	As was standard practice at the museum on that day of the week, only maintenance workers, cleaning staff, curators, and a few other employees roamed the cavernous halls of the building that was once the home of France's kings but for centuries had been devoted to housing the nation's art treasures.
2479	1	Comment:	The injury resulted in numerous operations to save his eyesight.
2480	4	Comment:	The drive starts out in the small community of Copeland and on through a couple of small ponds, where a flight of double-crested cormorants were gathered.
2481	5	Comment:	The man dropped off the mail into the mailbox.
2482	6	Comment: prototypical example	I had a trash bag full of clothes and a suitcase full of beer.
2483	9	Comment:	After the emperor had left the room, he turned to his attendants.
2484	9	Comment:	The fountain was removed from that location and placed at Seneca Park along North Tenth Street some time later.
2485	0	Comment:	This time the lobster was full of its superb flavor, which suffused even into the buttered corn.
2486	3	Comment:	This was an exciting innovation for the packaging industry because the aluminum can was made with only two pieces - a body and an end.
2487	0	Comment: e2 is the Patient, not the Instrument of the frying event.	The mistress fries the rashers in a small china fryingpan over the lamp, passing to each person the hot slices as they are done.
2488	0	Comment: Measure.	In Luxembourg, the majority of migrant workers are cross-border workers who maintain their residence in neighbouring countries such as Belgium, France and Germany; as a result, employers and public authorities recognise their diplomas rather easily.
2489	6	Comment: prototypical example; negation is outside	This crabmeat was in a can, but it was in the refrigerator case in the seafood section, not in the grocery aisle by the tuna.
2490	0	Comment: here we have a process; violates (d)	Various studies have been conducted with regard to the above phenomena.
2491	8	Comment: (a) is satisfied; modality and negation are outside	As for the damaged Republican brand, one message voters sent with Mr. McDonnell's election is that they don't want the GOP to repeat its mistakes from the past decade.
2492	2	Comment:	The buyer adjusted the gold dust with a spoon until the scale balanced.
2493	2	Comment:	Four of us stopped the cyanide train, with no money, but with candles, cups of tea and home-made banners.
2494	3	Comment:	He saw behind the scenes and all the showroom areas of the store.
2495	1	Comment:	We address the longer-term budget imbalance that has been caused by the tax cuts.
2496	1	Comment:	In North America, about 58 percent of the wildfires are caused by humans.
2497	0	Comment: violates c.3	We put fairness into copyright use.
2498	5	Comment:	Shortly after injection, the poison is going into the blood vessels.
2499	0	Comment: This is a mental state, and nothing suggests its verbalisation. Restriction (b).	Data shows that public concern about the economy has moved into the top five issues facing the country.
2500	4	Comment: A collective name.	The communal den of garter snakes in Manitoba is selected to study whether courting males make mistakes in selecting females.
2501	5	Comment:	He stuffed the letter into the breast pocket of his suit and slipped the enclosed DVD into the player.
2502	0	Comment:	The quota was extended from six weeks to 10 weeks in 2009.
2503	3	Comment:	Although the bore of the trumpet is mostly cylindrical, it is formed from a complex series of tapers, the smallest being at the mouthpiece receiver, and the largest being at the throat of the bell, before the flare for the bell begins.
2504	9	Comment:	Here are some pictures from a couple weeks ago when we had some ice.
2505	0	Comment: the steps are not in the basket	My cousins have some fun sliding down the steps in a laundry basket.
2506	9	Comment:	"A man holding a small toddler ran away from the beach as fast as he could, calling out: ""tsunami!""."
2507	3	Comment:	Andre Hartman touches the snout of the great white shark.
2508	0	Comment: not a container; modality is outside	Volvo stores the information in a secure and protected environment for as long as they believe it will help the company understand how to serve its clients better.
2509	7	Comment:	The case has been examined in several books.
2510	9	Comment:	More recently they concluded the arsenic originated in iron oxide coatings of rocks lining the aquifer.
2511	7	Comment:	The speech also devoted considerable time to foreign affairs.
2512	3	Comment:	Munitions were stored in the hold of the vessel.
2513	2	Comment:	The surgeon performs a vasoepididymostomy using an operating microscope.
2514	0	Comment:	Details about how Catholic Church dioceses dealt with allegations of child abuse are to emerge within the coming weeks.
2515	8	Comment: prototypical example	Every engine that the plant builds is hot-tested.
2516	5	Comment:	My brother has entered my room without knocking.
2517	4	Comment:	Over the years a sound stud of homogenous brood mares has developed.
2518	1	Comment:	Make sure the child takes lots of fluids in spite of the oral discomfort to prevent high fever from dehydration.
2519	2	Comment: we allow one part of the body (or of anything) use another.	The motor system scaled the object's dimensions by modulating the muscles.
2520	7	Comment:	This splendid little book traces the history of the company from 3000 BC to the present day.
2521	4	Comment:	The key to Thirteen's return to form is having Danny Ocean (Clooney) and his merry ratpack of expert thieves and con men reteam in Las Vegas, site of their original big score in Eleven.
2522	0	Comment:	The Tafawa Balewa Square (TBS) in Lagos hosted a galaxy of events with tourism and culture activities as center of attraction.
2523	7	Comment:	This movie is a depiction of the last twelve hours in the life of Jesus of Nazareth, on the day of his crucifixion in Jerusalem.
2524	3	Comment:	The divers went down two weeks ago to look at the condition of the piles supporting the pier.
2525	8	Comment: the guy made the scissors	Inside, senior stylist Favio Alfano, 33, wields custom-made $1000 scissors made by a guy named Shioji, a genius in Wakayama.
2526	9	Comment:	Plane taxies from runway and stops on terminal roof.
2527	5	Comment:	Last night, wine was brought to the restaurant.
2528	4	Comment:	In the meantime, an unlikely menage of Payaya natives, Franciscan padres, Canary Islanders and Spanish soldiers struggle to bring the city together as winter approaches.
2529	3	Comment:	Landings are be provided at the top and the bottom of every flight include part of the floor of the building.
2530	3	Comment:	A newspaper consists of just the same number of words whether there be any news in it or not.
2531	2	Comment:	The picture shows a worker with a mallet and a scalpel in his hands, and having his trunk exposed.
2532	5	Comment:	Supernatant was removed into a 100 mL polypropylene centrifuge tube.
2533	1	Comment:	A rare and incurable congenital disease which causes blindness has been successfully treated for the first time using gene therapy.
2534	1	Comment:	As I pulled unit apart the small fan on top of light was caked with dust, the heat caused a little discoloration on the difusing lense.
2535	1	Comment:	His work has led to new treatments for addicts, tests for drug intoxication and understanding of how heroin, other opiates and cocaine cause dependence and withdrawal.
2536	0	Comment: violates b.1 and c.3	Serious troubles have dragged the infamous actress into chaos.
2537	3	Comment:	The mill carves the model from polyurethane with a cutting tool that moves based on coordinates from the image.
2538	0	Comment: Participation.	The Shakespeare Authorship Studies Conference is the world's largest convocation of academicians and scholars to gather annually for the purpose of sharing new research on the life and works of the Elizabethan era's premier poet, playwright and wordsmith.
2539	1	Comment:	Shrinkage from washing has always been considered a serious problem for cotton knitted fabrics.
2540	3	Comment:	With its hoof the reindeer scrapes away the snow and discovers underneath the reindeer moss.
2541	8	Comment: (a) is satisfied	Last year Cavendish had barely completed a move, 45 degrees across a road at 70km/h, before his fiancee, Melissa, watching on TV, had completed a text message threatening him with divorce if he risked his life like that again.
2542	3	Comment:	This air conditioning system contains refrigerant under pressure, rotating parts and electrical connections which may be dangerous and could cause serious injury.
2543	7	Comment:	These 14 portraits give an introduction to successful women in the fields of politics, the economy, science, the church and new social movements.
2544	3	Comment: The pump is an integral and functional part of the machine.	The machine processes the blood using a centrifugal pump, which separates the components of the blood and the plasma.
2545	4	Comment:	The data provided powerful evidence that the unusual meteorite was the result of a long-lasting rain of meteorites following the destruction of an asteroid.
2546	9	Comment:	The water was distilled from an alkaline permanganate solution in an all Pyrex still.
2547	4	Comment:	Often when people hunt for snipe, they come upon a fall of woodcocks, which are also game birds.
2548	1	Comment:	This article goes some wat towards, identifying some of the conflicts arose from the previous and present agricultural development.
2549	4	Comment:	Luke played the crucial role of goal-keeper in the team that defeated tournament favourites Croatia 6-4 in the final match.
2550	3	Comment:	Air is forced through the instrument, coming from the bottom of the player's lungs and pushed all the way through to the bell of the trumpet.
2551	6	Comment: prototypical example	When he arrived at 1 p.m., the poor animal was in a crate for five hours.
2552	1	Comment:	The disruption caused by the latest Christmas terrorist has added too much to the weary trip home.
2553	8	Comment: (a) is satisfied	This is another great new wheeze from the people who got rid of News at Ten in the first place (and then ended up bringing it back).
2554	4	Comment:	Falconers send their dogs into the field to bark and cause the nearby covey of quail (or partridges) to take flight.
2555	7	Comment:	It allows users to create custom charts comparing fuel properties and characteristics for multiple alternative fuels.
2556	0	Comment: no evidence for product-producer	Senior figures in the sport expect the Brawn cars to be the subject of a technical protest over the design of their diffusers by rival teams.
2557	8	Comment: (a) is satisfied	A brewer from Southwick is immortalised as a Hampshire farmer produces a new real ale in celebration of Old Dick.
2558	4	Comment:	Many growers harbor a parliament of owls in their barns so as to keep down the population of burrowing rodents.
2559	9	Comment:	The halogen combines with the tungsten evaporated from the hot filament to form a compound that is attracted back to the filament, thus extending the filament's life.
2560	9	Comment:	The ugly duckling runs away from the farm.
2561	3	"Comment: ""vulcano"" misspelling is in the source text"	Gunung Papandayan, has woken up from it's sleep and is now threathening thousands of villagers living around and on the slopes of the vulcano.
2562	2	"Comment: We interpret ""buffet delight"" as denoting the food the diner eats. Food is a bit like fuel."	It becomes a lunch-time respite from the busy city life as a diner relaxes with his buffet delight while watching the commuters waiting alongside each other.
2563	7	Comment:	During his speech, Kennedy focused on domestic issues, the Vietnam War, and racism.
2564	3	Comment:	The warming member of the heating device is positioned on inner sides of finger front portions of a glove for warming front ends of a wearer's fingers.
2565	5	Comment:	The carrier polymers are migrating into the target organs.
2566	0	Comment:	Such exemption also applies to goods supplied for use on ships and aircraft.
2567	4	Comment:	I also have a full unit of blighted swordsmen and the blessing of vengeance on my to seal shelf.
2568	0	"Comment: Here e2 denotes an event rather than a technique; the situation is paraphrasable by ""the nun kissed him"" without loss of information. Modality is outside."	The nun fulfills his fantasy with a kiss that would make a hooker blush.
2569	8	Comment: the builder was involved in the production	The builder has now completed the townhouse.
2570	3	Comment: no evidence for content-container	The sink was in a cabinet type stand with the sides of the sink being the same porcelain coated cast iron as the sink.
2571	3	Comment: Note that a broadside is a special way in which shells are fired. An arrangement.	Simultaneously the 5-inch battery fired a broadside of star shells for illumination.
2572	8	Comment: (a) is satisfied	The person who makes a will is not available to explain him or herself, or to correct any technical deficiency or error in expression, when it comes into effect on that person's death.
2573	5	Comment:	The scientists used nanotubes to send signals to the nerve cells.
2574	5	Comment:	A letter was delivered to my office in the morning.
2575	0	Comment: violates b.1 and c.3	The company has landed into great controversies.
2576	1	Comment:	The Barbarian invasions of the fifth century were triggered by the destruction of the Gothic kingdoms by the Huns in 372-375.
2577	4	"Comment: there's movement here; the verb ""fall into"" has a different meaning to ""fall"". This is Member-Collection"	In recent years, opinions on classical drive theory have fallen into contending groups.
2578	3	Comment:	FIG. 3 is a fragmentary cross-section taken substantially along the line 3--3 of FIG. 2 and shows the flapper of the closure in its closed position.
2579	4	Comment:	And look, there goes a good stand of golden plovers, right clean away from the foreshores.
2580	7	Comment:	These papers approach the issue of taxation and the labour market from different angles.
2581	0	Comment: Purpose-Tool	The form was printed and filled out before return by mail.
2582	0	Comment: friends is not a product	Both in Malta and Jamaica, the couple made many friends by immersing themselves in the local culture.
2583	5	Comment:	I placed the cache in a natural cavity, at the base of a part of the fallen arch.
2584	9	Comment:	The generation of T cells in the thymus starts at a late stage during embryonic development.
2585	5	Comment:	On the other side of the grape crusher the stems poured out into trays.
2586	8	Comment: (a) is satisfied	Professional modelmakers often create models for many professions.
2587	8	Comment: (a) is satisfied	Returning with their new single 'We Want War' the band have constructed a seven and a half minute epic.
2588	9	Comment:	The excitement comes from Frakes's direction -- his liveliness, and his pleasure in looking at, and showing us, events and images.
2589	5	Comment:	Climate Hackers dumped iron into the ocean.
2590	0	Comment:	However, the increased demand logically calls for expansion and modification of intake processes to reach the goal of pairing each potential member with a sorority of their choice.
2591	1	Comment:	Ho Chi Minh City and Hanoi are in floods after the rain.
2592	8	Comment:	The message was generated by the sender.
2593	7	Comment:	The gist of Stephen's talk was the need for BRMSs to evolve to the next level.
2594	5	Comment: both are abstract, b1 is satisfied	Government revenues are drained into expensive welfare programs such as health care, pensions.
2595	8	Comment:	The factory's repertoire expanded to include coalminers workwear, military clothing, and emergency service uniforms.
2596	1	Comment:	Eighty percent of the mortgage fraud has been caused by the banks and the lending institutions.
2597	7	Comment:	His other research activities and accomplishments have been discussed in the section presented below.
2598	5	Comment:	The heart of the system is an air-tight membrane initially spooled inside a canister.
2599	7	Comment:	The county council runs courses covering a range of topics such as languages, astronomy and archaeology, with many offering qualifications.
2600	8	Comment: (a), (d) satisfied	The scientist's invention is still in the house of the Plummers.
2601	8	Comment: (a) is satisfied	The 575-page report by the four-person mission was released today, ahead of its presentation to the UN's Human Rights Council in Geneva on 29 September.
2602	6	Comment: prototypical example	This is a small glass bottle with iodine crystals in it.
2603	7	Comment:	Criticism was directed at its storyline.
2604	7	Comment: computer could be left out of e2.	The goal of the experimental course was to introduce students to computer programming.
2605	2	Comment:	It's a best mobile terminal for a programmer or geek.
2606	1	Comment:	Using solar electricity instead of conventional electricity sources helps to reduce pollution that causes smog, acid rain, respiratory illness and global warming.
2607	4	Comment:	So look out in your gardens for unexpected visitors, including waterbirds such as moorhen, water rail, and snipe, which struggle more than most to find food.
2608	5	Comment: s	Previous custodians of the submarine poured concrete into the hull in a misguided attempt to retain the vessel's overall structure.
2609	9	Comment:	This strawberry sauce has about a million uses, is freezer-friendly, and is so much better than that jar of Smuckers strawberry sauce that you've had sitting in your fridge since that time you made banana splits 1 1/2 years ago.
2610	8	Comment:	They also saw the birth of the Gelugpa school (also known as Yellow Hats) by the disciples of Tsongkhapa Lobsang Dragpa.
2611	5	Comment:	Literally, many islands are sinking into the sea due to global climate changes.
2612	0	Comment: Scrimmage is a game of a scuffle, not a set.	State and local implementation of the $787 billion package has degenerated into a scrimmage of competing agendas among governors and legislatures, state capitals and city halls, and even between neighboring municipalities.
2613	1	Comment:	"It gets a little bit ""chicken first or egg first"" on examination but the primary truth is that the attacks are caused by the fear of the attacks themselve."
2614	5	Comment:	His crew has journeyed into numerous haunted locations including the Stanley Hotel.
2615	7	Comment: film and knife could be left out of e1,e2.	Working with the police they have made a short, dramatic film clip about knife crime, which they are circulating on websites like Bebo and Youtube.
2616	0	Comment: Argument -- not message.	Third year student David Beer is one of those affected by the pay dispute.
2617	8	Comment: (a) is satisfied	My husband actually made me a teddy bear when we got married.
2618	7	Comment:	Because sports broadcast reports on-going events within a constrained physical situation, contextualized reference is extremely high in these texts.
2619	0	Comment: a process - violates (d)	These studies supplied exploratory details on some of the determinant attributes and provided a basis for the current research.
2620	1	Comment:	The big bang was caused by the collision of two parallel universes.
2621	1	Comment:	The increase in customers, though, caused a strain on the company servers.
2622	8	Comment: arm is not a producer; modality is outside	An early exit from support measures adopted in response to the global economic crisis could postpone a jobs recovery for years and render the fledgling economic upturn fragile and incomplete, a new report by the research arm of the International Labour Organization (ILO) says.
2623	4	Comment: A metonymic use. An orchard can be regarded as a specific type of forest.	Church Orchard is a mixed orchard of standard apples, pears and damsons and Mason's and Winslow's are standard cider apple orchards.
