,sentence_source,label,predicted,ks_test,best_distribution,distribution_summary,bayesfactor,max_test,min_test,label_notes,sentence,e1,e2,e1_e2,likelihood_e1_arrow_e2,wiley_e1_arrow_e2,gov.au_e1_arrow_e2,abc.net.au_e1_arrow_e2,nationalgeographic_e1_arrow_e2,smh_e1_arrow_e2,oreilly_e1_arrow_e2,springer_e1_arrow_e2,edu_e1_arrow_e2,wikipedia_e1_arrow_e2,nejm.org_e1_arrow_e2,bbc_e1_arrow_e2,time_e1_arrow_e2,mit.edu_e1_arrow_e2,au.news.yahoo.com_e1_arrow_e2,skynews_e1_arrow_e2,economist_e1_arrow_e2,ncbi.nlm.nih.gov_e1_arrow_e2,nytimes_e1_arrow_e2,IMDB_e1_arrow_e2
90,8781,1,0,"KstestResult(statistic=0.84, pvalue=2.1469492850201277e-12)","{'chi2': {'df': 1.3076596951298995, 'loc': 0.0021786492374727667, 'scale': 0.0361912467444655}}","          sumsquare_error         aic         bic  kl_div
chi2         15515.968661 -229.026435  136.231852     inf
gamma        15959.944621 -186.969829  136.767887     inf
lognorm      17873.325681 -209.444790  138.919206     inf
expon        18023.330711 -265.051965  136.133562     inf
invgamma     18813.758659 -219.202833  139.893507     inf",NaNe-Inf ,1,0.7759,dummy,"A recent book by Carmen M. Reinhart and Kenneth S. Rogoff, two economists, found that over the last century the typical crisis had caused the jobless rate in the country where it occurred to rise for almost five years.",crisis,jobless rate,crisis jobless rate,0,0.033755804,0.099463726,0.092844277,0.003434491,0.172784244,0.02481556,0.035386911,0.008352651,0.002724699,0.002178649,0.017618449,0.063388866,0.065258284,0.161518094,0.01193907,0.144973545,0.0459849,0.076200418,0.01591487
91,8812,0,1,"KstestResult(statistic=0.16842105263157894, pvalue=0.6884979252942335)","{'norm': {'loc': 0.6272242493489696, 'scale': 0.27543853917093863}}","         sumsquare_error        aic        bic  kl_div
norm          652.165201   8.755639  73.070198     inf
t             652.165756  10.755648  76.014653     inf
gamma         652.423875  10.585565  76.022171     inf
lognorm       652.658419  10.385032  76.029000     inf
chi2          652.864259  10.133930  76.034992     inf",inf,0.8294,0.4072,dummy,We have recently determined the corruption was (ironically) triggered by the SMART utilities.,corruption,utilities,corruption utilities,0,0.980824941,0.745272525,0.291569087,0.579104478,0.38,0.856727977,0.966456327,0.90942029,0.666064982,0.955849561,0.273153576,0.28057554,0.804532578,0.760267431,0.45010846,0.165740741,0.998483256,0.504424779,0.348684211
92,8829,1,1,"KstestResult(statistic=0.13842105263157894, pvalue=0.8736326026083847)","{'norm': {'loc': 0.6440804789293517, 'scale': 0.14939175314250902}}","          sumsquare_error        aic        bic  kl_div
norm          1389.353776 -60.230957  87.439824     inf
t             1389.355121 -58.226205  90.384281     inf
lognorm       1389.596762 -57.973171  90.387585     inf
gamma         1390.611406 -58.226281  90.401453     inf
invgamma      1392.160977 -57.871801  90.422613     inf",4.36E+203,0.5281,0.7472,dummy,The life-like creatures caused a real scare on the set when a 44-foot spinosaurus malfunctioned and began slamming its head against a prop plane.,creatures,scare,creatures scare,0,0.541516245,0.453674121,0.752688172,0.320807237,0.851119895,0.626315789,0.460076046,0.555650685,0.506696429,0.512265512,0.906485131,0.692281066,0.679334917,0.676616915,0.797424468,0.681388013,0.767749699,0.64966606,0.8057727
93,8841,1,1,"KstestResult(statistic=0.13578947368421052, pvalue=0.8876416101960268)","{'invgamma': {'a': 228.65319469890233, 'loc': -3.270637531175276, 'scale': 866.6324508225641}}","          sumsquare_error        aic        bic  kl_div
invgamma       568.952090  35.312501  73.421105     inf
chi2           569.531674  35.050258  73.440450     inf
gamma          570.543485  34.601458  73.474175     inf
lognorm        571.042002  34.348621  73.490769     inf
norm           571.203831  32.271662  70.551714     inf",inf,1,1,dummy,"The ban caused a widespread debate, largely on the Internet, in which rabbis and scholars from around the world participated.",ban,debate,ban debate,0,0.920885271,0.571696932,0.518120805,0.424058323,0.327578373,0.790697674,0.897001304,0.856222448,0.003041855,0.535798957,0.234494477,0.449874687,0.398715703,0.262734584,0.475294118,0.746803069,0.854700855,0.580448065,0.353146853
94,8851,0,1,"KstestResult(statistic=0.1436842105263158, pvalue=0.8443748386157053)","{'cauchy': {'loc': 0.9135315805182439, 'scale': 0.03832798126606264}}","          sumsquare_error         aic         bic  kl_div
cauchy        3348.911285  -11.595278  104.155958     inf
t             3420.080135  -44.894882  107.499942     inf
norm          3578.835506 -108.851032  105.417600     inf
lognorm       3581.669621 -106.882355  108.377079     inf
invgamma      3609.544986 -109.287590  108.524379     inf",inf,0.9513,0.4313,dummy,"He preserved the working ranches of the west, while achieving an expansion of the ranch's value through development and management of the recreational ecosystem within the ranch.",expansion,development,expansion development,0,0.751190912,0.972741849,0.91726414,0.89076723,0.830130669,0.968196221,0.631746032,0.9234412,0.990300137,0.917905624,0.91159376,0.889218595,0.878868258,0.790940767,0.854271357,0.73099851,0.930709307,0.942172459,0.943918427
95,8855,0,0,"KstestResult(statistic=0.17842105263157895, pvalue=0.6205494450282452)","{'gamma': {'a': 0.7403060616843768, 'loc': 0.0006693191536831144, 'scale': 0.044678200738127644}}","          sumsquare_error         aic         bic  kl_div
gamma        29929.014107 -319.938155  148.714066     inf
chi2         31020.827694 -160.968316  149.394845     inf
lognorm      32503.776985 -303.165143  150.282096     inf
expon        32738.437455 -353.115583  147.474335     inf
invgamma     33674.784408 -305.566669  150.954564     inf",NaNe-Inf ,0.5758,0.3906,dummy,A really enjoyable drinking experience ensued from this red blend from this boutique winery from the Cowra area of Central Western NSW.,experience,blend,experience blend,0,0.044964122,0.010902551,0.007294076,0.060955519,0.070576541,0.02903686,0.027803579,0.008968895,0.000669319,0.016634771,0.001591047,0.062978647,0.088895043,0.011755587,0.013580034,0.094220734,0.001975257,0.114995903,0.097605893
96,8857,0,0,"KstestResult(statistic=1.0, pvalue=0.0)","{'chi2': {'df': 5.710146714844667, 'loc': -0.032575495724813525, 'scale': 0.05020957566458495}}","          sumsquare_error        aic        bic  kl_div
chi2          1209.405907 -18.492118  87.748782     inf
gamma         1209.405966 -18.491855  87.748783     inf
lognorm       1212.542096 -13.745051  87.797989     inf
invgamma      1213.314698 -12.429781  87.810091     inf
norm          1215.946158 -10.868887  84.906815     inf",0.005685043,1,1,dummy,"The spill was caused by the Iraqi fuel tanker Zainab, suspected of smuggling around 1,300 tonnes of fuel oil from Iraq, as it ran into trouble on its way to a holding area in international waters.",spill,tanker,spill tanker,0,0.090909091,0.421364985,0.115693013,0.184020399,0.264490989,0.118200837,0.174917492,0.098819142,0.477559607,0.01369863,0.319196429,0.309075342,0.268292683,0.386624456,0.667532468,0.379541643,0.053605968,0.277955272,0.206944444
97,8858,1,1,"KstestResult(statistic=0.17473684210526316, pvalue=0.642923394254077)","{'cauchy': {'loc': 0.5250901702553855, 'scale': 0.08623514091006856}}","          sumsquare_error        aic        bic  kl_div
cauchy         796.026679  92.589061  76.857559     inf
invgamma       832.667597  13.844924  80.657032     inf
chi2           833.319830  12.989991  80.671909     inf
lognorm        834.294862  13.164537  80.694127     inf
gamma          834.393746  13.050613  80.696379     inf",9.42E+92,0.7,0.2496,dummy,Use outdoor where sunlight and glare cause eye strain and fatigue.,sunlight,fatigue,sunlight fatigue,0,0.73164557,0.516616314,0.530695771,0.143692565,0.635421361,0.635730858,0.793706294,0.58507135,0.303656598,0.941451991,0.479885057,0.5455594,0.45691906,0.790488432,0.464174455,0.47224927,0.968577907,0.479323308,0.509399636
98,8859,0,0,"KstestResult(statistic=0.12368421052631579, pvalue=0.9381073139732296)","{'expon': {'loc': 0.003488597454615931, 'scale': 0.1509910723230638}}","          sumsquare_error        aic         bic  kl_div
expon         3291.169834 -98.639751  103.825506     inf
gamma         3307.667738 -90.086049  106.864950     inf
lognorm       3309.694571 -93.727457  106.876589     inf
invgamma      3321.117014 -91.076140  106.942049     inf
chi2          3385.621103 -74.552541  107.307537     inf",NaNe-Inf ,1,0.9896,dummy,"Police investigators later found brake discs on the car were broken, though experts from the Italian car manufacturers insist the damage was caused by the collision and the car had been in perfect condition.",damage,collision,damage collision,0,0.025668593,0.038746559,0.087003222,0.181818182,0.206712433,0.347368421,0.057978557,0.116994527,0.081291759,0.032176519,0.17922411,0.180830315,0.407600596,0.057506811,0.237521946,0.111751983,0.003488597,0.162011173,0.419419419
99,8875,1,1,"KstestResult(statistic=0.20578947368421052, pvalue=0.443603069595661)","{'cauchy': {'loc': 0.9626291185770445, 'scale': 0.026580301178940367}}","          sumsquare_error         aic         bic  kl_div
cauchy       26915.987969 -233.739443  143.753576     inf
lognorm      27594.994202 -325.883376  147.171380     inf
t            27600.821290 -326.325207  147.175392     inf
norm         27600.887181 -328.325858  144.230998     inf
invgamma     27687.496833 -326.885558  147.234964     inf",inf,0.9875,0.2307,dummy,These wind turbines generate electricity from naturally occurring wind.,turbines,electricity,turbines electricity,0,0.980649393,0.955911913,0.948176583,0.876303184,0.958466454,0.858057631,0.976648018,0.981432361,0.995457239,0.999176955,0.886162236,0.960604425,0.85,0.932481437,0.899414582,0.852206006,0.995436395,0.955218234,0.981562541
100,8879,0,0,"KstestResult(statistic=0.17578947368421052, pvalue=0.6382530796667742)","{'expon': {'loc': 0.13372093023255813, 'scale': 0.19664702096972583}}","          sumsquare_error        aic        bic  kl_div
expon          876.952571  29.292301  78.697143     inf
lognorm        914.940353  44.390715  82.447295     inf
invgamma       921.354208  47.312299  82.580023     inf
chi2           950.349020  68.437324  83.168733     inf
t              953.841019  75.995366  83.238420     inf",NaNe-Inf ,1,0.6056,dummy,"Aware of the suffering caused by exploitation, social injustice, stealing, and oppression, I am committed to cultivate loving kindness and learn ways to work for the well-being of people, animals, plants, and minerals.",suffering,exploitation,suffering exploitation,0,0.452132701,0.296218487,0.225232854,0.332713755,0.239791486,0.823089257,0.482758621,0.435114504,0.438016529,0.13372093,0.189356436,0.254675468,0.607866508,0.151071026,0.143692565,0.328850856,0.168665068,0.218645205,0.35537882
101,8885,0,0,"KstestResult(statistic=0.11823529411764706, pvalue=0.9690285144338957)","{'gamma': {'a': 4.08031542577281, 'loc': 0.0798816426360606, 'scale': 0.07911896730129994}}","          sumsquare_error        aic        bic  kl_div
gamma         1438.370217 -53.846291  83.946534     inf
lognorm       1438.678825 -51.701782  83.950181     inf
invgamma      1438.873334 -51.183315  83.952480     inf
t             1442.510206 -51.480055  83.995394     inf
norm          1442.510969 -53.478187  81.162190     inf",NaNe-Inf ,0.2435,0.0452,dummy,Witness the gangs in Los Angeles who stopped killing one another for a time after the riots triggered by the Rodney King bashing verdict.,riots,verdict,riots verdict,0,0.48490566,0.460834181,0.183605465,0.17222964,0.619153675,,0.45392022,0.291774253,0.258755525,,0.280821918,0.39186468,0.27444795,0.568421053,0.379384395,0.529824561,0.75080608,0.408236994,0.337110482
102,8889,0,0,"KstestResult(statistic=0.19842105263157894, pvalue=0.4886963027192254)","{'t': {'df': 1.4126664581047719, 'loc': 0.03812185578966061, 'scale': 0.016720120716082053}}","          sumsquare_error        aic         bic  kl_div
t             6462.870795  56.041622  119.591725     inf
cauchy        6552.212033  29.554061  116.908139     inf
invgamma      6620.855770 -71.621951  120.050595     inf
lognorm       6756.517062 -79.060009  120.435970     inf
chi2          7164.808367 -98.692933  121.550772     inf",NaNe-Inf ,0.1655,0.1069,dummy,"From banishing cold and flu germs to preventing foodborne illnesses, frequent hand-washing is one of the smartest preventive habits you can adopt.",cold,germs,cold germs,0,0.047252578,0.063595393,0.033865902,0.099180164,0.025125628,0.057341442,0.028829709,0.041565779,0.002578918,0.252925293,0.035059505,0.057377049,0.141230068,0.031904911,0.019270475,0.044361526,0.018212344,0.054901961,0.023700035
103,8914,0,0,"KstestResult(statistic=0.09789473684210526, pvalue=0.9927518421940174)","{'expon': {'loc': 0.010717230008244023, 'scale': 0.09430579300041017}}","          sumsquare_error        aic         bic  kl_div
expon         3610.740659 -75.277905  105.586233     inf
lognorm       3753.848265 -56.196723  109.269175     inf
chi2          3788.333520 -17.951331  109.442925     inf
invgamma      3800.814008 -50.169690  109.505417     inf
t             3984.439567   1.561528  110.401863     inf",NaNe-Inf ,1,0.9811,dummy,Human growth hormone is described by some as the key to slowing the aging process.,growth,hormone,growth hormone,0,0.071310116,0.028284672,0.119533528,0.09375,0.058618012,0.01071723,0.179743224,0.016826315,0.015533788,0.381305638,0.192708333,0.120194911,0.097374179,0.052385719,0.039506032,0.040352662,0.167117361,0.080756014,0.229419703
104,8937,0,1,"KstestResult(statistic=0.95, pvalue=3.0517578125000432e-21)","{'chi2': {'df': 4.619955056059268, 'loc': -0.017912801188468462, 'scale': 0.0954873856480356}}","          sumsquare_error        aic        bic  kl_div
chi2           662.080307  29.958510  76.301327     inf
gamma          662.080560  29.957705  76.301334     inf
lognorm        665.943856  32.184148  76.411878     inf
invgamma       667.381088  31.907972  76.452840     inf
expon          668.933546  46.863607  73.552547     inf",5.07E+283,1,0.9993,dummy,"The election was caused by the appointment of Donald Sumner, formerly Conservative MP for Orpington, to be a county court judge.",election,appointment,election appointment,0,0.698808234,0.549044586,0.098300074,0.385265134,0.032667301,0.597922849,0.576551724,0.934466019,0.427835052,0.763071895,0.204573701,0.202886248,0.564299424,0.196277496,0.272123894,0.12780946,0.861515675,0.210144928,0.337887546
105,8940,0,0,"KstestResult(statistic=0.7873684210526316, pvalue=1.3762935235916984e-10)","{'chi2': {'df': 1.8405472173257025, 'loc': 0.004082601784736741, 'scale': 0.06302367805195969}}","          sumsquare_error        aic         bic  kl_div
chi2          2624.329294 -18.262158  102.468008     inf
expon         2649.133035 -18.779751   99.702304     inf
lognorm       2734.416610   3.425876  103.248771     inf
invgamma      2755.523936  12.804331  103.394871     inf
t             2816.575468  97.880237  103.811240     inf",NaNe-Inf ,1,0.9331,dummy,"This was our first day back volunteering there but he wasn't feeling good, had a fever from immunizations.",fever,immunizations,fever immunizations,0,0.358098068,0.085406859,0.128447597,0.141104294,0.027089337,0.078378378,0.047951583,0.476130653,0.075144509,0.2544317,0.084622983,0.050832698,0.169483341,0.018733274,0.008182494,0.026306392,0.13742914,0.097929098,0.004082602
106,8949,1,0,"KstestResult(statistic=0.3142105263157895, pvalue=0.06673608575495515)","{'gamma': {'a': 0.7013337688592993, 'loc': 0.09090909090447219, 'scale': 0.4615243012834336}}","          sumsquare_error        aic        bic  kl_div
gamma          544.805648  80.278890  72.597130     inf
expon          574.538186  51.235091  70.662302     inf
t              594.898074  33.809767  74.268388     inf
norm           594.899854  31.813107  71.324006     inf
invgamma       597.065780  36.733952  74.337495     inf",NaNe-Inf ,0.7172,0.0006,dummy,"I found that the wind swirling around from the back, in between the front seats, caused a draft on the driver and passenger's necks.",wind,draft,wind draft,0,0.573705179,0.675403226,0.207768187,0.090909091,0.360965373,0.564102564,0.851851852,0.521084337,0.604817708,0.830070478,0.13880814,0.444206009,0.430163447,0.125736739,0.17693837,0.390127389,0.99692537,0.505128205,0.092657903
107,8953,0,1,"KstestResult(statistic=0.21842105263157896, pvalue=0.37161584134486514)","{'cauchy': {'loc': 0.9155419116155042, 'scale': 0.02525554361546712}}","          sumsquare_error         aic         bic  kl_div
cauchy        7901.049708 -139.755930  120.464805     inf
t             7996.535662 -175.459789  123.637486     inf
lognorm       8317.799628 -232.605267  124.385884     inf
norm          8319.218885 -235.102458  121.444687     inf
invgamma      8372.029314 -234.045749  124.509356     inf",inf,0.921,0.3759,dummy,"The acidity is caused by the gradual buildup of carbon dioxide (CO2) in the atmosphere, dissolving into the oceans.",acidity,carbon dioxide,acidity carbon dioxide,0,0.875402793,0.755374782,0.918203689,0.927717701,0.901033973,0.913881748,0.847689076,0.923965351,0.904942966,0.870253165,0.920502092,0.934135529,0.88349935,0.976215832,0.968561064,0.937400699,0.853889943,0.758317025,0.942220091
108,8954,1,0,"KstestResult(statistic=0.12736842105263158, pvalue=0.9245108848852036)","{'norm': {'loc': 0.697870990537577, 'scale': 0.12602326374427752}}","          sumsquare_error        aic        bic  kl_div
norm          1511.807170 -77.537044  89.044697     inf
t             1511.807867 -75.537718  91.989144     inf
lognorm       1515.160425 -76.945914  92.031232     inf
gamma         1515.416410 -77.172874  92.034442     inf
invgamma      1516.598243 -77.274989  92.049253     inf",NaNe-Inf ,0.1767,0.5044,dummy,The European colonial expansion to the Americas resulted in massive population movements from the Old World to the New World.,expansion,movements,expansion movements,0,0.55620915,0.694610778,0.648648649,0.804423749,0.575,0.694130926,0.470319635,0.746073298,0.990900862,0.672086721,0.800552105,0.770491803,0.638522427,0.489361702,0.827137546,0.598888889,0.6756238,0.810810811,0.795755968
109,8972,0,0,"KstestResult(statistic=0.14684210526315788, pvalue=0.8264306803687004)","{'cauchy': {'loc': 0.2286397445995511, 'scale': 0.05996857414968674}}","         sumsquare_error         aic         bic  kl_div
cauchy       3521.255381  -70.863773  105.109421     inf
t            3577.893475 -137.901792  108.357037     inf
norm         3577.893680 -139.901964  105.412599     inf
lognorm      3579.458620 -137.851667  108.365346     inf
gamma        3585.520048 -137.970555  108.397494     inf",NaNe-Inf ,0.8686,0.1925,dummy,"The straight, blue ion tail is caused by the solar wind and the curved dust tail is caused by solar radiation pressure.",tail,solar wind,tail solar wind,0,0.079140924,0.255483871,0.348314607,0.245098039,0.253573319,0.237476809,0.167798254,0.202786378,0.107438017,0.006073992,0.268571429,0.164936563,0.201471941,0.41108545,0.234728895,0.358955224,0.003738283,0.281829419,0.030890369
110,8974,0,0,"KstestResult(statistic=0.14894736842105263, pvalue=0.8139064493842165)","{'gamma': {'a': 1.1743052746864056, 'loc': 0.027799915250435313, 'scale': 0.2450296788711886}}","          sumsquare_error        aic        bic  kl_div
gamma          549.756386  64.858118  72.769006     inf
chi2           549.756746  64.860081  72.769018     inf
expon          552.139790  66.174724  69.906761     inf
lognorm        553.114078  75.822656  72.884697     inf
invgamma       554.510509  80.570693  72.932606     inf",NaNe-Inf ,0.4693,0.2214,dummy,"Infectious diseases or communicable diseases are caused by bacteria, viruses, and parasites.",infectious diseases,parasites,infectious diseases parasites,0,0.092352797,0.2163971,0.331491713,0.625344353,0.226968174,0.686157518,0.074500768,0.203396684,0.581264108,0.090802988,0.177596597,0.386956522,0.439759036,0.197745013,0.125816993,0.355897436,0.030823948,0.22875817,0.9232
111,8987,0,0,"KstestResult(statistic=0.15736842105263157, pvalue=0.759756891839069)","{'t': {'df': 5329037.812779667, 'loc': 0.39958315308035275, 'scale': 0.17459408080987596}}","         sumsquare_error        aic        bic  kl_div
t             843.428882  -9.495771  80.901012     inf
norm          843.429897 -11.494640  77.956596     inf
lognorm       843.729690  -9.291093  80.907788     inf
gamma         844.971175 -10.287265  80.935724     inf
cauchy        845.322062  53.038897  77.999174     inf",NaNe-Inf ,0.2681,0.7022,dummy,"On this basis, the vibronically coupled CD bands of lutein diacetate are attributed to an excitonic interaction arose from the twisted nematic layers.",interaction,layers,interaction layers,0,0.296520424,0.246249543,0.45004583,0.478544776,0.494444444,0.033827618,0.504249292,0.122766303,0.54558011,0.286432161,0.420966421,0.459376909,0.294466403,0.370106762,0.59478673,0.441767068,0.194539249,0.583391977,0.773899848
112,8989,0,1,"KstestResult(statistic=0.12, pvalue=0.9500915744287184)","{'norm': {'loc': 0.7328590694955208, 'scale': 0.1905228344012909}}","          sumsquare_error        aic        bic  kl_div
norm          1028.839664 -16.836209  81.732089     inf
t             1028.842502 -14.834772  84.676580     inf
gamma         1029.136283 -15.219390  84.682005     inf
invgamma      1029.294239 -16.365308  84.684921     inf
lognorm       1029.315755 -14.492412  84.685318     inf",inf,0.8175,0.7863,dummy,"The pension crisis has been caused by the escalating cost of funding copper bottomed final salary pension schemes still provided, unlike most companies, by councils and other public sector employers such as Transport for London.",crisis,cost,crisis cost,0,0.93346574,0.939414568,0.737197524,0.307240705,0.687203791,0.871713429,0.870646766,0.931503368,0.972894482,0.510683761,0.593698176,0.679638638,0.813078704,0.6314258,0.551934827,0.583075335,0.994840195,0.837166513,0.4775
113,8992,0,1,"KstestResult(statistic=0.1868421052631579, pvalue=0.5623260137866635)","{'lognorm': {'s': 2.116443958507931, 'loc': -0.00018872054769425157, 'scale': 0.04576795742003585}}","          sumsquare_error        aic         bic  kl_div
lognorm       2808.924421  27.302350  103.759558     inf
gamma         2820.600708  33.662786  103.838374     inf
chi2          3548.355596 -69.813561  108.199528     inf
expon         3763.508722 -80.663932  106.373570     inf
invgamma      3956.678797 -40.778719  110.269021     inf",inf,1,1,dummy,"A third of the injuries are caused by illegally obtained fireworks, and burns account for half the injuries.",injuries,fireworks,injuries fireworks,0,0.001588025,0.047808765,0.124229646,0.158441558,0.032319573,0.428571429,0.002048774,0.0117731,0.190930788,0.00168575,0.082498072,0.227078891,0.416326531,0.065420561,0.109009457,0.307955518,6.02E-05,0.151041667,0.242843952
114,9005,0,1,"KstestResult(statistic=0.09157894736842105, pvalue=0.9966814481165825)","{'invgamma': {'a': 24.720764304737486, 'loc': -0.9467384114977593, 'scale': 33.31876478273563}}","          sumsquare_error         aic        bic  kl_div
invgamma       687.948877   43.012569  77.029552     inf
lognorm        688.109308   42.745561  77.033983     inf
cauchy         688.655204  104.089673  74.104611     inf
chi2           689.206128   41.818468  77.064244     inf
gamma          689.206144   41.818447  77.064244     inf",inf,1,1,dummy,"In addition to the threat from cable television, analog terrestrial television is now also subject to competition from satellite television and distribution of video and film content over the Internet.",threat,television,threat television,0,0.084073821,0.412788169,0.474240423,0.257589696,0.413298566,0.347609562,0.05058111,0.254185693,0.998086088,0.219202899,0.514044944,0.575462512,0.350730689,0.653038674,0.664122137,0.456931359,0.026140441,0.947211579,0.992185442
115,9012,1,0,"KstestResult(statistic=0.15368421052631578, pvalue=0.7842315720492461)","{'lognorm': {'s': 0.008207553682250342, 'loc': -25.689459540709528, 'scale': 26.044243092115693}}","         sumsquare_error        aic        bic  kl_div
lognorm      1075.793921 -33.583559  85.524446     inf
t            1075.794217 -33.637034  85.524451     inf
norm         1075.794863 -35.637218  82.580024     inf
chi2         1075.996246 -33.112376  85.528019     inf
gamma        1076.000107 -33.518761  85.528087     inf",NaNe-Inf ,1,0,dummy,Alcohol and drugs directly cause suicide by significantly diminishing the reasoning of the person at the time of the suicide.,alcohol,suicide,alcohol suicide,0,0.041596831,0.174573055,0.54822335,0.318645451,0.460927152,0.310480693,0.044903778,0.12601626,0.500780031,0.204042956,0.609037328,0.473684211,0.302536232,0.212880143,0.591326105,0.597855228,0.010942069,0.694444444,0.551920341
116,9014,0,0,"KstestResult(statistic=0.18157894736842106, pvalue=0.5973309030579622)","{'expon': {'loc': 0.0004524018749807552, 'scale': 0.015519534172342824}}","          sumsquare_error         aic         bic  kl_div
expon       223499.486025 -524.488203  183.970661     inf
gamma       224242.901225 -519.736583  186.978194     inf
lognorm     224731.937874 -520.075884  187.019584     inf
invgamma    225775.171774 -511.943431  187.107581     inf
t           226595.584195 -469.773377  187.176497     inf",NaNe-Inf ,1,1,dummy,"I write as both a doctor/Medical Director of the ME Association and as someone who suffers from the illness, which was triggered by an attack of chickenpox.",illness,chickenpox,illness chickenpox,0,0.004123279,0.014037433,0.01904474,0.047619048,0.005543566,0.008714597,0.004677268,0.002613283,0.026685919,0.047731569,0.014424192,0.026158658,0.0121873,0.004304821,0.014683153,0.016484278,0.000452402,0.018018018,0.015963263
117,9015,0,0,"KstestResult(statistic=0.31105263157894736, pvalue=0.071213393581401)","{'cauchy': {'loc': 0.9958789247871196, 'scale': 0.00439911794991623}}","         sumsquare_error         aic         bic  kl_div
cauchy     371010.029661 -440.247905  193.600240     inf
norm       415997.966672 -605.022869  195.774815     inf
t          415998.901011 -603.024465  198.719296     inf
lognorm    416751.476848 -604.581484  198.753638     inf
gamma      417900.958800 -605.056625  198.805971     inf",6.86E-237,0.9975,0.4084,dummy,I know plenty of people with oily skin and wrinkles from the sun and they're in their 30s.,wrinkles,sun,wrinkles sun,0,0.997981735,0.995024876,0.997378105,0.99177552,0.981583622,0.975969064,0.99848744,0.995798217,0.999959731,0.980641066,0.996323093,0.965381368,0.988039522,0.97054563,0.995976842,0.971246384,0.999494261,0.97968184,0.997943427
118,9018,1,1,"KstestResult(statistic=0.12631578947368421, pvalue=0.9291953173592091)","{'cauchy': {'loc': 0.5503366950613888, 'scale': 0.12245514649024958}}","         sumsquare_error        aic        bic  kl_div
cauchy        824.203847  81.910937  77.518477     inf
lognorm       832.101140  18.563479  80.644102     inf
t             832.139654  18.038346  80.644982     inf
norm          832.140377  16.038294  77.700559     inf
gamma         833.357933  18.259536  80.672778     inf",7.61E+209,0.903,0.2291,dummy,"Windmills kill birds and bats, while soil disturbances required to build solar and wind arrays lead to soil erosion.",disturbances,erosion,disturbances erosion,0,0.192816635,0.576687117,0.875816993,0.871611024,0.695924765,0.49631728,0.249128453,0.523442518,0.5,0.250292854,0.554098361,0.553869499,0.425727412,0.72718254,0.408695652,0.8466966,0.035393095,0.627476882,0.632911392
119,9025,0,0,"KstestResult(statistic=0.24, pvalue=0.31646588089894867)","{'cauchy': {'loc': 0.9979376085193017, 'scale': 0.002247527485608734}}","          sumsquare_error         aic         bic  kl_div
cauchy      819602.173522 -335.248649  188.983564     inf
t           827184.791106 -291.540386  191.973331     inf
norm        891783.074328 -408.528330  190.418429     inf
lognorm     891982.309948 -406.616982  193.255440     inf
invgamma    903034.069452 -419.398390  193.464778     inf",9.62E-164,0.9946,0.6723,dummy,The mosaicism observed in the proband was derived from a postzygotic somatic mutation of the normal maternal y chromosome.,mosaicism,mutation,mosaicism mutation,0,0.992792707,0.989840197,0.999714367,0.99469496,0.999196357,,0.996335665,0.994685925,0.99308864,0.967261905,0.999628391,0.997495826,0.992895474,0.999490705,,0.999513224,0.999238272,0.997440777,0.999902265
120,9055,0,0,"KstestResult(statistic=0.24, pvalue=0.31646588089894867)","{'cauchy': {'loc': 0.9987766864604717, 'scale': 0.0012181013611418665}}","          sumsquare_error         aic         bic  kl_div
cauchy       7.093644e+05 -249.857312  186.527918     inf
t            7.233611e+05 -271.034416  189.693299     inf
norm         1.014522e+06 -504.436462  192.610574     inf
lognorm      1.015721e+06 -503.069695  195.463877     inf
invgamma     1.028920e+06 -520.607653  195.683365     inf",4.97E-91,0.9934,0.8019,dummy,The deleveraging triggered by the crisis implies that countries that hoarded reserves have been reaping the benefits.,deleveraging,crisis,deleveraging crisis,0,0.998762727,0.998306244,0.999595453,,0.992555831,0.991003272,0.998239061,0.998074217,0.999935718,,0.999775561,0.997554801,0.99376971,0.969870244,0.99938674,0.979374921,0.999578116,0.997812704,0.999976077
121,9057,0,1,"KstestResult(statistic=0.2863157894736842, pvalue=0.11806526644518345)","{'t': {'df': 0.537040779597127, 'loc': 0.9882491700837726, 'scale': 0.0040865996850071185}}","          sumsquare_error         aic         bic  kl_div
t             9900.081324  102.677674  127.694643     inf
cauchy       12037.240522  119.101679  128.463987     inf
lognorm      19094.133776 -124.088449  140.174569     inf
norm         19101.928032 -128.871533  137.237884     inf
invgamma     19232.277732 -133.967385  140.311537     inf",inf,0.9842,0.4597,dummy,"Headaches, dizziness, balance problems, and neck and back pain were caused by the work injury.",dizziness,injury,dizziness injury,0,0.983066087,0.989545926,0.989262011,0.988154811,0.974115064,0.917135961,0.983238991,0.985451551,0.988964207,0.875968992,0.992872534,0.948326483,0.797860963,0.991318269,0.987717213,0.924895688,0.99785953,0.95623987,0.935158032
